"datetime","open","high","low","close","Hp","Lp"
1630877340,51543.35,51568.96,51537.06,51567.87,51947.9219,51413.8008
1630877400,51567.87,51582.3,51557.3,51579.76,51947.9219,51413.8008
1630877460,51579.76,51618.28,51577.92,51589.89,51947.9219,51413.8008
1630877520,51589.88,51598.08,51566,51567.35,51947.9219,51413.8008
1630877580,51567.35,51588.31,51560.29,51588.3,51947.9219,51413.8008
1630877640,51588.29,51600,51588.29,51595.68,51947.9219,51413.8008
1630877700,51595.69,51649.56,51591.41,51647.54,51947.9219,51413.8008
1630877760,51647.54,51665.3,51646.39,51648.87,51947.9219,51413.8008
1630877820,51648.86,51648.86,51613.31,51616.95,51947.9219,51413.8008
1630877880,51616.94,51616.95,51585.92,51594.09,51947.9219,51413.8008
1630877940,51594.08,51603.14,51584.31,51600.89,51947.9219,51413.8008
1630878000,51600.88,51640,51592.74,51640,51947.9219,51413.8008
1630878060,51639.99,51650,51637.19,51648.88,51947.9219,51413.8008
1630878120,51648.88,51669.99,51647.31,51649.71,51947.9219,51413.8008
1630878180,51649.99,51650,51624.53,51624.91,51947.9219,51413.8008
1630878240,51624.9,51695,51620.79,51689.7,51947.9219,51413.8008
1630878300,51688.23,51800,51678.46,51744.56,51947.9219,51413.8008
1630878360,51744.57,51744.57,51687.83,51705.02,51947.9219,51413.8008
1630878420,51705.02,51705.04,51676,51680.12,51947.9219,51413.8008
1630878480,51680.12,51695.88,51675,51692.58,51947.9219,51413.8008
1630878540,51692.58,51700,51686.02,51697.08,51947.9219,51413.8008
1630878600,51697.07,51747.64,51697.05,51728.87,51947.9219,51413.8008
1630878660,51728.88,51736.22,51670,51670,51947.9219,51413.8008
1630878720,51670,51685.43,51635,51671.99,51947.9219,51413.8008
1630878780,51671.99,51728.59,51661.93,51711.06,51947.9219,51413.8008
1630878840,51711.06,51750,51689.28,51710,51947.9219,51413.8008
1630878900,51710,51720,51704.88,51717.15,51947.9219,51413.8008
1630878960,51717.16,51727.52,51683.04,51714.73,51947.9219,51413.8008
1630879020,51714.73,51755,51698.43,51740.99,51947.9219,51413.8008
1630879080,51741,51766,51733.64,51746.65,51947.9219,51413.8008
1630879140,51746.65,51776.85,51733.29,51760.08,51947.9219,51413.8008
1630879200,51760.07,51772.6,51704.03,51708.12,51895.4805,51461.1406
1630879260,51708.12,51714.27,51695.01,51710.01,51895.4805,51461.1406
1630879320,51710,51733.02,51667.4,51698.43,51895.4805,51461.1406
1630879380,51698.37,51703.88,51630,51630.01,51895.4805,51461.1406
1630879440,51630,51680.64,51613.01,51680.63,51895.4805,51461.1406
1630879500,51680.64,51695.97,51638.53,51651.36,51895.4805,51461.1406
1630879560,51651.37,51651.37,51621.44,51635.9,51895.4805,51461.1406
1630879620,51635.89,51688.31,51635.89,51676.03,51895.4805,51461.1406
1630879680,51676.02,51730,51653.6,51726,51895.4805,51461.1406
1630879740,51725.99,51735,51705.77,51715.47,51895.4805,51461.1406
1630879800,51715.66,51726.88,51703.92,51722.31,51895.4805,51461.1406
1630879860,51722.31,51745.43,51722.31,51727.37,51895.4805,51461.1406
1630879920,51727.37,51733.95,51689.19,51695.86,51895.4805,51461.1406
1630879980,51695.86,51724.98,51667.14,51724.98,51895.4805,51461.1406
1630880040,51725,51745.41,51714.81,51739.98,51895.4805,51461.1406
1630880100,51739.98,51746,51715.2,51737.48,51895.4805,51461.1406
1630880160,51736.02,51736.47,51706.41,51707.76,51895.4805,51461.1406
1630880220,51707.77,51726.6,51700,51717.48,51895.4805,51461.1406
1630880280,51717.47,51740.73,51717.47,51736.68,51895.4805,51461.1406
1630880340,51736.68,51817.66,51735.49,51769.45,51895.4805,51461.1406
1630880400,51769.46,51806.46,51691,51699.34,51895.4805,51461.1406
1630880460,51699.34,51714.92,51661.89,51697.54,51895.4805,51461.1406
1630880520,51696.12,51698,51674.2,51675.14,51895.4805,51461.1406
1630880580,51675.13,51693.77,51675,51677.62,51895.4805,51461.1406
1630880640,51677.63,51681.4,51640,51640,51895.4805,51461.1406
1630880700,51640.01,51674.18,51640.01,51656.47,51895.4805,51461.1406
1630880760,51656.46,51688,51654,51674.69,51895.4805,51461.1406
1630880820,51674.68,51757.36,51660,51747.76,51895.4805,51461.1406
1630880880,51747.76,51747.8,51710,51710.59,51895.4805,51461.1406
1630880940,51710.58,51726,51710.4,51722,51895.4805,51461.1406
1630881000,51721.99,51744.99,51719.83,51743.96,51895.4805,51461.1406
1630881060,51743.96,51743.96,51712.01,51715.14,51895.4805,51461.1406
1630881120,51715.13,51718.69,51710.73,51718.2,51895.4805,51461.1406
1630881180,51718.2,51718.26,51662.28,51666.66,51895.4805,51461.1406
1630881240,51666.66,51699.83,51666.66,51675,51895.4805,51461.1406
1630881300,51675.01,51710,51667.37,51705.24,51895.4805,51461.1406
1630881360,51705.25,51705.25,51687.98,51700,51895.4805,51461.1406
1630881420,51700,51725,51692.21,51715.97,51895.4805,51461.1406
1630881480,51715.98,51728,51715.17,51716.17,51895.4805,51461.1406
1630881540,51716.18,51738.74,51696.67,51715.29,51895.4805,51461.1406
1630881600,51717.01,51732.72,51711.45,51712.76,51895.4805,51461.1406
1630881660,51712.76,51722.19,51682.38,51701.87,51895.4805,51461.1406
1630881720,51703.39,51708.41,51666.65,51682.89,51895.4805,51461.1406
1630881780,51682.9,51730.34,51678.01,51717.84,51895.4805,51461.1406
1630881840,51717.41,51760.8,51714.52,51757.9,51895.4805,51461.1406
1630881900,51757.9,51763.46,51745.86,51760,51895.4805,51461.1406
1630881960,51759.99,51762.45,51735.72,51749.63,51895.4805,51461.1406
1630882020,51749.62,51824.9,51744.11,51810.01,51895.4805,51461.1406
1630882080,51810.01,51838.2,51806.29,51836.48,51895.4805,51461.1406
1630882140,51836.47,51844.87,51802.56,51807.74,51895.4805,51461.1406
1630882200,51807.74,51820,51787.5,51787.5,51895.4805,51461.1406
1630882260,51788.93,51826.84,51787.11,51815.59,51895.4805,51461.1406
1630882320,51815.6,51835.73,51812.92,51830.2,51895.4805,51461.1406
1630882380,51829.8,51884.96,51826.67,51842.26,51895.4805,51461.1406
1630882440,51842.27,51865,51840.01,51862.84,51895.4805,51461.1406
1630882500,51863.51,51882.3,51859.6,51865.01,51895.4805,51461.1406
1630882560,51865.01,51880,51846.95,51860,51895.4805,51461.1406
1630882620,51860.01,51923.49,51857.71,51890.08,51895.4805,51461.1406
1630882680,51890.09,51896.85,51805.97,51805.98,51895.4805,51461.1406
1630882740,51805.97,51855.69,51797.76,51855.68,51895.4805,51461.1406
1630882800,51855.69,51877.32,51831.48,51831.96,52035.6797,51513.6289
1630882860,51831.95,51869.95,51821.39,51831.96,52035.6797,51513.6289
1630882920,51831.96,51832.67,51784.57,51787.99,52035.6797,51513.6289
1630882980,51788,51791.66,51770,51776.34,52035.6797,51513.6289
1630883040,51776.35,51788,51769.57,51769.57,52035.6797,51513.6289
1630883100,51769.58,51786.01,51760.53,51782.06,52035.6797,51513.6289
1630883160,51782.07,51790.35,51763.2,51771.66,52035.6797,51513.6289
1630883220,51771.66,51800,51768.47,51780.05,52035.6797,51513.6289
1630883280,51780.04,51818.67,51777.81,51816.12,52035.6797,51513.6289
1630883340,51816.12,51837.7,51810.73,51818.2,52035.6797,51513.6289
1630883400,51818.21,51865.08,51818,51834.92,52035.6797,51513.6289
1630883460,51834.92,51875.54,51831.63,51864.18,52035.6797,51513.6289
1630883520,51864.18,51870,51800,51800.01,52035.6797,51513.6289
1630883580,51802.37,51803,51783.41,51793.53,52035.6797,51513.6289
1630883640,51793.53,51826.91,51781.49,51783.03,52035.6797,51513.6289
1630883700,51783.03,51800,51783.02,51797.43,52035.6797,51513.6289
1630883760,51797.43,51808.12,51786,51800.61,52035.6797,51513.6289
1630883820,51800.61,51848.84,51800.6,51826.19,52035.6797,51513.6289
1630883880,51826.2,51838.24,51826.19,51828.31,52035.6797,51513.6289
1630883940,51828.31,51880.3,51806.63,51837.63,52035.6797,51513.6289
1630884000,51837.64,51866.25,51826.45,51835.63,52035.6797,51513.6289
1630884060,51835.62,51855.79,51831.56,51852.07,52035.6797,51513.6289
1630884120,51852.08,51852.08,51820,51820.01,52035.6797,51513.6289
1630884180,51820.01,51822.31,51809.65,51815.71,52035.6797,51513.6289
1630884240,51815.71,51837.89,51787,51790.63,52035.6797,51513.6289
1630884300,51790.64,51802.4,51710,51716.68,52035.6797,51513.6289
1630884360,51716.68,51728.43,51670,51689.82,52035.6797,51513.6289
1630884420,51689.83,51695.18,51669.12,51694.88,52035.6797,51513.6289
1630884480,51694.88,51723.97,51686.86,51708.77,52035.6797,51513.6289
1630884540,51708.77,51749.49,51705.4,51734.49,52035.6797,51513.6289
1630884600,51734.49,51748.96,51688.92,51690.5,52035.6797,51513.6289
1630884660,51691.51,51721.7,51690,51713.57,52035.6797,51513.6289
1630884720,51713.57,51713.57,51655.08,51670.02,52035.6797,51513.6289
1630884780,51670.01,51695.97,51664.6,51674.37,52035.6797,51513.6289
1630884840,51674.37,51674.63,51637.8,51646.53,52035.6797,51513.6289
1630884900,51646.53,51658.55,51640.97,51648.23,52035.6797,51513.6289
1630884960,51648.24,51666,51648.24,51659.99,52035.6797,51513.6289
1630885020,51660,51663.21,51643,51656.63,52035.6797,51513.6289
1630885080,51656.62,51694.94,51643,51690.03,52035.6797,51513.6289
1630885140,51690.03,51706.39,51680.01,51680.02,52035.6797,51513.6289
1630885200,51680.01,51714.94,51674.93,51710.29,52035.6797,51513.6289
1630885260,51710.28,51712.82,51691.48,51707.9,52035.6797,51513.6289
1630885320,51707.91,51777.6,51707.9,51755.51,52035.6797,51513.6289
1630885380,51755.71,51770.74,51725.68,51756.89,52035.6797,51513.6289
1630885440,51754.59,51773.98,51754.58,51766.58,52035.6797,51513.6289
1630885500,51766.58,51783.78,51742.91,51745.35,52035.6797,51513.6289
1630885560,51745.34,51746.86,51730.63,51740.56,52035.6797,51513.6289
1630885620,51740.56,51792.23,51740.56,51769.59,52035.6797,51513.6289
1630885680,51769.59,51797.52,51766.09,51780.01,52035.6797,51513.6289
1630885740,51780,51780.01,51758.8,51779.99,52035.6797,51513.6289
1630885800,51779.99,51782.81,51758.81,51777.02,52035.6797,51513.6289
1630885860,51777.02,51823.99,51760,51814.08,52035.6797,51513.6289
1630885920,51814.01,51817.6,51765.09,51767.06,52035.6797,51513.6289
1630885980,51767.47,51767.47,51699.72,51719.45,52035.6797,51513.6289
1630886040,51719.44,51767.64,51719.44,51760.75,52035.6797,51513.6289
1630886100,51760.75,51781.62,51757.58,51779.16,52035.6797,51513.6289
1630886160,51779.16,51785.18,51759.11,51761.64,52035.6797,51513.6289
1630886220,51761.64,51780.87,51756.31,51780,52035.6797,51513.6289
1630886280,51779.99,51800.67,51779.03,51788.93,52035.6797,51513.6289
1630886340,51788.92,51809.95,51774.05,51799.57,52035.6797,51513.6289
1630886400,51799.56,51816.16,51786.32,51792.78,51901.7695,51409.0469
1630886460,51792.77,51805.59,51731.73,51741.62,51901.7695,51409.0469
1630886520,51741.6,51761.15,51702.49,51730.82,51901.7695,51409.0469
1630886580,51733.17,51804.81,51725.75,51795.08,51901.7695,51409.0469
1630886640,51795.09,51809.99,51789.41,51809.76,51901.7695,51409.0469
1630886700,51809.75,51852.81,51807.45,51843.03,51901.7695,51409.0469
1630886760,51843.02,51846.81,51811.62,51832.86,51901.7695,51409.0469
1630886820,51832.86,51910,51820.02,51889.49,51901.7695,51409.0469
1630886880,51889.71,51907.92,51873.38,51896.54,51901.7695,51409.0469
1630886940,51896.73,51904.99,51864.41,51892.82,51901.7695,51409.0469
1630887000,51892.82,51892.83,51865.47,51865.47,51901.7695,51409.0469
1630887060,51865.48,51892.76,51865.06,51890.86,51901.7695,51409.0469
1630887120,51890.86,51908.74,51887.24,51908.74,51901.7695,51409.0469
1630887180,51908.73,51909.79,51891.28,51899.87,51901.7695,51409.0469
1630887240,51899.86,51904.01,51862.63,51882.27,51901.7695,51409.0469
1630887300,51882.27,51892.64,51840,51848.16,51901.7695,51409.0469
1630887360,51848.16,51870,51846.45,51862.18,51901.7695,51409.0469
1630887420,51862.19,51889,51850,51865.07,51901.7695,51409.0469
1630887480,51865.83,51870.96,51851.4,51854.02,51901.7695,51409.0469
1630887540,51854.03,51884.44,51850,51881.75,51901.7695,51409.0469
1630887600,51881.75,51885.93,51835,51835.01,51901.7695,51409.0469
1630887660,51835,51845.27,51815.2,51818.72,51901.7695,51409.0469
1630887720,51818.72,51820.53,51763.18,51770,51901.7695,51409.0469
1630887780,51769.99,51770,51718,51726.78,51901.7695,51409.0469
1630887840,51726.77,51759.8,51725.58,51734.51,51901.7695,51409.0469
1630887900,51734.5,51736.53,51650,51650.64,51901.7695,51409.0469
1630887960,51650.64,51650.65,51620.06,51628,51901.7695,51409.0469
1630888020,51628,51628.01,51500,51568.56,51901.7695,51409.0469
1630888080,51568.56,51636.83,51568.56,51636.83,51901.7695,51409.0469
1630888140,51636.83,51690.04,51629.6,51686.92,51901.7695,51409.0469
