,0,1,2,3,4,5,6,7,8,9,10
18,32950258,2022-09-19 14:50:41,SELL,0.06,XAUUSD,1661.61,1661.34,0.12,1.22,0.12 pips,
19,32949447,2022-09-19 14:22:12,SELL,0.06,XAUUSD,1664.19,1663.44,0.41,4.10,0.41 pips,1 ... 5 6 7 8 9 ... 14
0,33202327,2022-09-26 14:11:49,SELL,0.02,XAUUSD,1639.28,1638.61,0.12,1.21,0.12 pips,
1,33141034,2022-09-23 14:05:55,SELL,0.03,XAUUSD,1644.75,1642.56,0.64,6.37,0.64 pips,
2,33140977,2022-09-23 14:05:54,SELL,0.03,XAUUSD,1643.49,1642.36,0.32,3.19,0.32 pips,
3,33098966,2022-09-22 15:32:32,SELL,0.06,XAUUSD,1675.00,1673.42,0.91,9.08,0.91 pips,
4,33098819,2022-09-22 15:32:18,SELL,0.06,XAUUSD,1674.51,1673.33,0.67,6.68,0.67 pips,
5,33098766,2022-09-22 15:32:30,SELL,0.06,XAUUSD,1673.46,1673.42,-0.02,-0.16,-0.02 pips,
6,33098710,2022-09-22 15:32:29,SELL,0.06,XAUUSD,1672.77,1673.51,-0.48,-4.84,-0.48 pips,
7,33035908,2022-09-21 14:22:02,BUY,0.06,XAUUSD,1673.46,1673.73,0.12,1.22,0.12 pips,
8,33035823,2022-09-21 14:27:32,BUY,0.06,XAUUSD,1673.67,1674.07,0.20,2.00,0.20 pips,
9,33035702,2022-09-21 14:28:59,BUY,0.06,XAUUSD,1674.25,1674.52,0.12,1.22,0.12 pips,
10,32997093,2022-09-20 14:52:40,SELL,0.05,XAUUSD,1668.68,1668.58,0.02,0.17,0.02 pips,
11,32996274,2022-09-20 14:37:22,SELL,0.05,XAUUSD,1668.67,1667.81,0.40,3.97,0.40 pips,
12,32951421,2022-09-19 14:56:35,SELL,0.1,XAUUSD,1662.57,1661.64,0.86,8.63,0.86 pips,
13,32951150,2022-09-19 14:48:51,SELL,0.1,XAUUSD,1661.99,1661.70,0.22,2.24,0.22 pips,
14,32950910,2022-09-19 14:50:45,SELL,0.06,XAUUSD,1662.50,1661.52,0.55,5.48,0.55 pips,
