,0,1,2,3,4,5,6,7,8,9,10
16,45044181,2022-10-20 11:30:06,SELL,0.001,EURUSD,0.97865,0.97803,0.01,0.06,0.01 pips,
17,45038576,2022-10-20 10:06:01,SELL,0.0024,EURUSD,0.97906,0.97738,0.04,0.40,0.04 pips,
18,45031377,2022-10-20 10:06:01,SELL,0.0016,EURUSD,0.97770,0.97738,0.01,0.05,0.01 pips,
19,45023302,2022-10-20 10:06:01,SELL,0.001,EURUSD,0.97585,0.97738,-0.02,-0.15,-0.02 pips,1 ... 9 10 11 12 13 ... 107
0,45020061,2022-10-20 04:15:27,SELL,0.001,EURUSD,0.97636,0.97575,0.01,0.06,0.01 pips,
1,45011600,2022-10-20 03:06:37,SELL,0.001,EURUSD,0.97652,0.97598,0.01,0.05,0.01 pips,
2,45008347,2022-10-19 20:08:07,SELL,0.001,EURUSD,0.97650,0.97589,0.01,0.06,0.01 pips,
3,44997815,2022-10-19 19:05:00,SELL,0.0016,EURUSD,0.97894,0.97733,0.03,0.26,0.03 pips,
4,44991338,2022-10-19 19:05:00,SELL,0.001,EURUSD,0.97724,0.97733,0.00,-0.01,0.00 pips,
5,44986251,2022-10-19 16:50:48,SELL,0.001,EURUSD,0.97793,0.97732,0.01,0.06,0.01 pips,
6,44981471,2022-10-19 15:03:17,SELL,0.001,EURUSD,0.97823,0.97763,0.01,0.06,0.01 pips,
7,44974819,2022-10-19 14:08:11,SELL,0.001,EURUSD,0.97809,0.97749,0.01,0.06,0.01 pips,
8,44967962,2022-10-19 13:14:53,SELL,0.001,EURUSD,0.98175,0.98115,0.01,0.06,0.01 pips,
9,44963106,2022-10-19 12:26:04,SELL,0.001,EURUSD,0.98161,0.98113,0.00,0.05,0.00 pips,
