,0,1,2,3,4,5,6,7,8,9,10
1,31344860,2022-08-10 21:25:18,SELL,0.03,AUDCAD,0.90674,0.90562,0.25,2.54,0.25 pips,
2,31327837,2022-08-11 05:30:59,SELL,0.06,NZDCAD,0.81883,0.81696,0.80,8.02,0.80 pips,
3,31321772,2022-08-11 05:30:59,SELL,0.03,NZDCAD,0.82023,0.81696,0.73,7.28,0.73 pips,
4,31321296,2022-08-10 16:01:00,SELL,0.03,AUDCAD,0.90556,0.90440,0.26,2.63,0.26 pips,
5,31305913,2022-08-10 15:30:55,BUY,0.03,AUDNZD,1.10489,1.11072,1.10,11.03,1.10 pips,
6,31304622,2022-08-11 05:30:59,SELL,0.03,NZDCAD,0.81167,0.81696,-1.28,-12.81,-1.28 pips,
7,31280716,2022-08-10 15:30:55,BUY,0.03,AUDNZD,1.10868,1.11072,0.37,3.67,0.37 pips,
8,31255902,2022-08-09 15:01:09,BUY,0.03,AUDNZD,1.10922,1.11028,0.19,1.92,0.19 pips,
9,31250599,2022-08-09 14:51:02,SELL,0.03,NZDCAD,0.80892,0.80786,0.24,2.39,0.24 pips,
10,31156322,2022-08-08 17:07:20,SELL,0.03,AUDCAD,0.90037,0.89779,0.59,5.94,0.59 pips,
