num,time,side,lot,sym,o,c,pip,size,pips,
112190988,2022-07-16 10:21:17,DEPOSIT,0,0.47,,,,,,
112190987,2022-07-16 10:21:17,DEPOSIT,0,5.42,,,,,,
112190984,2022-07-16 10:21:13,DEPOSIT,0,5.72,,,,,,
112190979,2022-07-16 10:21:10,DEPOSIT,0,4,,,,,,
112190968,2022-07-16 10:20:38,DEPOSIT,0,11.41,,,,,,
112190967,2022-07-16 10:20:38,DEPOSIT,0,3.68,,,,,,
112190950,2022-07-16 10:20:00,DEPOSIT,0,3.98,,,,,,
112190949,2022-07-16 10:19:58,DEPOSIT,0,5.69,,,,,,
112190933,2022-07-16 10:19:18,DEPOSIT,0,0.36,,,,,,
112190911,2022-07-16 10:18:33,DEPOSIT,0,2.63,,,,,,
112190908,2022-07-16 10:18:29,DEPOSIT,0,5.72,,,,,,
112190905,2022-07-16 10:18:12,DEPOSIT,0,2.93,,,,,,
112190887,2022-07-16 10:17:07,DEPOSIT,0,4.01,,,,,,
112190881,2022-07-16 10:16:49,DEPOSIT,0,5.22,,,,,,
112190877,2022-07-16 10:16:30,DEPOSIT,0,3.61,,,,,,
112190868,2022-07-16 10:16:01,DEPOSIT,0,1.52,,,,,,
112190858,2022-07-16 10:14:55,DEPOSIT,0,5.72,1 ... 17 18 19 20 21 ... 107,,,,,
112190827,2022-07-16 10:13:28,DEPOSIT,0,0.53,,,,,,
112190810,2022-07-16 10:12:34,DEPOSIT,0,0.85,,,,,,
112190808,2022-07-16 10:12:21,DEPOSIT,0,30.36,,,,,,
112190796,2022-07-16 10:10:28,DEPOSIT,0,11.45,,,,,,
112190761,2022-07-16 10:07:06,DEPOSIT,0,42.18,,,,,,
112190750,2022-07-16 10:04:56,DEPOSIT,0,10.07,,,,,,
112190745,2022-07-16 10:02:20,DEPOSIT,0,11.45,,,,,,
112190728,2022-07-16 09:56:21,DEPOSIT,0,12.06,,,,,,
112190727,2022-07-16 09:56:21,DEPOSIT,0,12.06,,,,,,
112190726,2022-07-16 09:56:20,DEPOSIT,0,12.06,,,,,,
112190725,2022-07-16 09:56:20,DEPOSIT,0,12.06,,,,,,
112190724,2022-07-16 09:56:20,DEPOSIT,0,12.06,,,,,,
112190723,2022-07-16 09:56:19,DEPOSIT,0,12.06,,,,,,
112190722,2022-07-16 09:56:19,DEPOSIT,0,12.06,,,,,,
112190721,2022-07-16 09:56:19,DEPOSIT,0,12.06,,,,,,
112190720,2022-07-16 09:56:19,DEPOSIT,0,12.06,,,,,,
112190719,2022-07-16 09:56:18,DEPOSIT,0,12.06,,,,,,
112190704,2022-07-16 09:50:26,DEPOSIT,0,6.3,,,,,,
112190675,2022-07-16 09:43:38,DEPOSIT,0,20.59,,,,,,
112190670,2022-07-16 09:42:46,DEPOSIT,0,16.99,1 ... 18 19 20 21 22 ... 107,,,,,
112190652,2022-07-16 09:40:58,DEPOSIT,0,0.61,,,,,,
112190651,2022-07-16 09:40:56,DEPOSIT,0,5.72,,,,,,
112190615,2022-07-16 09:34:42,DEPOSIT,0,4.01,,,,,,
112190610,2022-07-16 09:32:27,DEPOSIT,0,5.22,,,,,,
112190603,2022-07-16 09:31:00,DEPOSIT,0,4.01,,,,,,
112190601,2022-07-16 09:30:51,DEPOSIT,0,4.01,,,,,,
112190586,2022-07-16 09:28:05,DEPOSIT,0,3.63,,,,,,
112190584,2022-07-16 09:27:35,DEPOSIT,0,4.27,,,,,,
112190561,2022-07-16 09:23:11,DEPOSIT,0,4.01,,,,,,
112190560,2022-07-16 09:23:07,DEPOSIT,0,2.91,,,,,,
112190553,2022-07-16 09:22:37,DEPOSIT,0,0.36,,,,,,
112190544,2022-07-16 09:20:21,DEPOSIT,0,2.86,,,,,,
112190514,2022-07-16 09:10:07,DEPOSIT,0,3.15,,,,,,
112190507,2022-07-16 09:06:55,DEPOSIT,0,26.31,,,,,,
112190492,2022-07-16 09:01:15,DEPOSIT,0,4.01,,,,,,
112190491,2022-07-16 09:01:03,DEPOSIT,0,3,,,,,,
112190237,2022-07-16 08:13:31,DEPOSIT,0,0.37,,,,,,
112190211,2022-07-16 07:40:06,DEPOSIT,0,4.01,,,,,,
112190209,2022-07-16 07:33:51,DEPOSIT,0,0.34,,,,,,
112190208,2022-07-16 07:32:00,DEPOSIT,0,2.94,1 ... 19 20 21 22 23 ... 107,,,,,
112190138,2022-07-16 06:20:56,DEPOSIT,0,17.42,,,,,,
112190127,2022-07-16 05:44:40,DEPOSIT,0,1.34,,,,,,
112190120,2022-07-16 05:40:41,DEPOSIT,0,10.31,,,,,,
112190097,2022-07-16 05:11:11,DEPOSIT,0,4.08,,,,,,
112190089,2022-07-16 05:05:35,DEPOSIT,0,11.02,,,,,,
112190074,2022-07-16 04:56:50,DEPOSIT,0,11.16,,,,,,
112190054,2022-07-16 04:14:39,DEPOSIT,0,1.92,,,,,,
112190047,2022-07-16 04:04:00,DEPOSIT,0,9.95,,,,,,
112156323,2022-07-15 11:03:57,DEPOSIT,0,3.96,,,,,,
112142115,2022-07-15 00:43:26,DEPOSIT,0,4.01,,,,,,
112141448,2022-07-14 23:03:31,DEPOSIT,0,2.37,,,,,,
112067220,2022-07-14 00:14:48,DEPOSIT,0,1.28,,,,,,
112017967,2022-07-13 12:33:47,DEPOSIT,0,10.56,,,,,,
111987181,2022-07-12 19:15:35,DEPOSIT,0,4.01,,,,,,
111924655,2022-07-12 17:56:13,BUY,0.17,AUDCAD,0.87508,0.8805,6.97,69.68,6.97 pips,
111918755,2022-07-12 18:45:01,BUY,0.07,AUDCAD,0.87548,0.88067,2.75,27.47,2.75 pips,
111918352,2022-07-12 16:30:01,BUY,0.07,AUDNZD,1.09997,1.10128,0.51,5.11,0.51 pips,
111907318,2022-07-12 16:00:02,BUY,0.07,AUDCAD,0.87727,0.87933,1.06,10.6,1.06 pips,
111907174,2022-07-12 17:00:02,BUY,0.07,AUDCAD,0.87727,0.87988,1.36,13.55,1.36 pips,
111907083,2022-07-12 14:45:02,BUY,0.17,AUDCAD,0.87727,0.87831,1.24,12.43,1.24 pips,1 ... 20 21 22 23 24 ... 107
111906922,2022-07-12 15:15:02,BUY,0.07,AUDCAD,0.87725,0.8787,0.73,7.32,0.73 pips,
111906476,2022-07-12 14:32:20,BUY,0.17,AUDCAD,0.87719,0.87839,1.45,14.54,1.45 pips,
111904883,2022-07-12 17:56:13,BUY,0.07,AUDCAD,0.87798,0.8805,1.31,13.09,1.31 pips,
111901611,2022-07-12 14:45:02,BUY,0.07,AUDCAD,0.88042,0.87831,-1.18,-11.81,-1.18 pips,
111901367,2022-07-12 14:32:20,BUY,0.07,AUDCAD,0.8804,0.87839,-1.13,-11.27,-1.13 pips,
111863889,2022-07-09 10:13:14,DEPOSIT,0,1.86,,,,,,
111863886,2022-07-09 10:13:13,DEPOSIT,0,4.33,,,,,,
111863864,2022-07-09 10:13:01,DEPOSIT,0,3.07,,,,,,
111863840,2022-07-09 10:12:46,DEPOSIT,0,1.85,,,,,,
111863839,2022-07-09 10:12:46,DEPOSIT,0,3.75,,,,,,
111863830,2022-07-09 10:12:34,DEPOSIT,0,4.08,,,,,,
111863828,2022-07-09 10:12:34,DEPOSIT,0,4.08,,,,,,
111863826,2022-07-09 10:12:32,DEPOSIT,0,4.08,,,,,,
111863824,2022-07-09 10:12:31,DEPOSIT,0,4.08,,,,,,
111863821,2022-07-09 10:12:29,DEPOSIT,0,4.54,,,,,,
111863819,2022-07-09 10:12:29,DEPOSIT,0,3.8,,,,,,
111863818,2022-07-09 10:12:29,DEPOSIT,0,4.08,,,,,,
111863816,2022-07-09 10:12:27,DEPOSIT,0,17.13,,,,,,
111863807,2022-07-09 10:12:23,DEPOSIT,0,4.08,,,,,,
111863806,2022-07-09 10:12:23,DEPOSIT,0,8.58,1 ... 21 22 23 24 25 ... 107,,,,,
111863803,2022-07-09 10:12:21,DEPOSIT,0,1.9,,,,,,
111863802,2022-07-09 10:12:21,DEPOSIT,0,0.06,,,,,,
111863800,2022-07-09 10:12:18,DEPOSIT,0,4.54,,,,,,
111863763,2022-07-09 10:11:53,DEPOSIT,0,0.45,,,,,,
111863760,2022-07-09 10:11:53,DEPOSIT,0,4.08,,,,,,
111863759,2022-07-09 10:11:53,DEPOSIT,0,4.08,,,,,,
111863746,2022-07-09 10:11:46,DEPOSIT,0,4.25,,,,,,
111863725,2022-07-09 10:11:33,DEPOSIT,0,4.08,,,,,,
111863711,2022-07-09 10:11:27,DEPOSIT,0,1.88,,,,,,
111863667,2022-07-09 10:10:21,DEPOSIT,0,23.1,,,,,,
111863664,2022-07-09 10:10:20,DEPOSIT,0,4.54,,,,,,
111863661,2022-07-09 10:10:14,DEPOSIT,0,4.54,,,,,,
111863660,2022-07-09 10:10:13,DEPOSIT,0,4.08,,,,,,
111863648,2022-07-09 10:09:52,DEPOSIT,0,12.3,,,,,,
111863629,2022-07-09 10:09:22,DEPOSIT,0,8.32,,,,,,
111863603,2022-07-09 10:07:42,DEPOSIT,0,0.45,,,,,,
111863600,2022-07-09 10:07:39,DEPOSIT,0,3.81,,,,,,
111863599,2022-07-09 10:07:32,DEPOSIT,0,4.54,,,,,,
111863588,2022-07-09 10:06:18,DEPOSIT,0,2.05,,,,,,
111863583,2022-07-09 10:06:02,DEPOSIT,0,2.3,1 ... 22 23 24 25 26 ... 107,,,,,
111863568,2022-07-09 10:05:15,DEPOSIT,0,4.54,,,,,,
111863558,2022-07-09 10:04:24,DEPOSIT,0,4.08,,,,,,
111863527,2022-07-09 10:01:55,DEPOSIT,0,0.54,,,,,,
111863526,2022-07-09 10:01:51,DEPOSIT,0,4.08,,,,,,
111863510,2022-07-09 10:01:04,DEPOSIT,0,22.68,,,,,,
111863497,2022-07-09 09:59:05,DEPOSIT,0,27.22,,,,,,
111863495,2022-07-09 09:58:56,DEPOSIT,0,3.12,,,,,,
111863458,2022-07-09 09:56:12,DEPOSIT,0,24.25,,,,,,
111863448,2022-07-09 09:53:53,DEPOSIT,0,3.59,,,,,,
111863416,2022-07-09 09:47:17,DEPOSIT,0,13.6,,,,,,
111863415,2022-07-09 09:47:16,DEPOSIT,0,13.6,,,,,,
111863414,2022-07-09 09:47:16,DEPOSIT,0,13.6,,,,,,
111863413,2022-07-09 09:47:16,DEPOSIT,0,13.6,,,,,,
111863412,2022-07-09 09:47:16,DEPOSIT,0,13.6,,,,,,
111863411,2022-07-09 09:47:16,DEPOSIT,0,13.6,,,,,,
111863410,2022-07-09 09:47:15,DEPOSIT,0,13.6,,,,,,
111863409,2022-07-09 09:47:15,DEPOSIT,0,13.6,,,,,,
111863408,2022-07-09 09:47:15,DEPOSIT,0,13.6,,,,,,
111863407,2022-07-09 09:47:15,DEPOSIT,0,13.6,,,,,,
111863386,2022-07-09 09:41:41,DEPOSIT,0,4.48,1 ... 23 24 25 26 27 ... 107,,,,,
111863381,2022-07-09 09:41:18,DEPOSIT,0,4.54,,,,,,
111863361,2022-07-09 09:35:32,DEPOSIT,0,13.6,,,,,,
111863356,2022-07-09 09:34:31,DEPOSIT,0,12.24,,,,,,
111863349,2022-07-09 09:33:06,DEPOSIT,0,6.14,,,,,,
111863348,2022-07-09 09:33:05,DEPOSIT,0,4.54,,,,,,
111863323,2022-07-09 09:26:26,DEPOSIT,0,4.54,,,,,,
111863312,2022-07-09 09:24:00,DEPOSIT,0,4.53,,,,,,
111863303,2022-07-09 09:22:36,DEPOSIT,0,4.54,,,,,,
111863301,2022-07-09 09:22:31,DEPOSIT,0,4.54,,,,,,
111863288,2022-07-09 09:20:27,DEPOSIT,0,4.53,,,,,,
111863284,2022-07-09 09:20:09,DEPOSIT,0,4.54,,,,,,
111863281,2022-07-09 09:19:51,DEPOSIT,0,6.05,,,,,,
111863266,2022-07-09 09:16:16,DEPOSIT,0,4.54,,,,,,
111863265,2022-07-09 09:16:15,DEPOSIT,0,2.53,,,,,,
111863257,2022-07-09 09:15:40,DEPOSIT,0,9.59,,,,,,
111863243,2022-07-09 09:13:46,DEPOSIT,0,2.42,,,,,,
111863207,2022-07-09 09:03:42,DEPOSIT,0,2.61,,,,,,
111863181,2022-07-09 08:55:45,DEPOSIT,0,13.6,,,,,,
111863179,2022-07-09 08:55:31,DEPOSIT,0,2.76,,,,,,
111862880,2022-07-09 07:36:32,DEPOSIT,0,4.54,1 ... 24 25 26 27 28 ... 107,,,,,
111862871,2022-07-09 07:30:25,DEPOSIT,0,0.12,,,,,,
111862830,2022-07-09 06:17:45,DEPOSIT,0,9.69,,,,,,
111862811,2022-07-09 05:39:45,DEPOSIT,0,8.16,,,,,,
111862787,2022-07-09 05:11:00,DEPOSIT,0,4.54,,,,,,
111862779,2022-07-09 05:05:49,DEPOSIT,0,5.82,,,,,,
111862767,2022-07-09 04:57:09,DEPOSIT,0,10.66,,,,,,
111862739,2022-07-09 04:14:20,DEPOSIT,0,1.45,,,,,,
111862729,2022-07-09 04:03:00,DEPOSIT,0,3.17,,,,,,
111811687,2022-07-08 06:04:42,DEPOSIT,0,4.54,,,,,,
111783040,2022-07-07 16:13:00,DEPOSIT,0,4.14,,,,,,
111519708,2022-07-05 04:00:18,DEPOSIT,0,3.02,,,,,,
111493617,2022-07-04 17:32:06,DEPOSIT,0,0.23,,,,,,
111432496,2022-07-04 10:19:25,DEPOSIT,0,2.59,,,,,,
111389684,2022-07-02 10:46:50,DEPOSIT,0,0.67,,,,,,
111389682,2022-07-02 10:46:47,DEPOSIT,0,2.86,,,,,,
111389667,2022-07-02 10:46:40,DEPOSIT,0,1.92,,,,,,
111389660,2022-07-02 10:46:37,DEPOSIT,0,2.34,,,,,,
111389646,2022-07-02 10:46:31,DEPOSIT,0,3.71,,,,,,
111389644,2022-07-02 10:46:28,DEPOSIT,0,1.21,,,,,,
111389621,2022-07-02 10:46:18,DEPOSIT,0,1.16,1 ... 25 26 27 28 29 ... 107,,,,,
111389615,2022-07-02 10:46:16,DEPOSIT,0,2.16,,,,,,
111389590,2022-07-02 10:46:00,DEPOSIT,0,2.88,,,,,,
111389589,2022-07-02 10:45:59,DEPOSIT,0,2.88,,,,,,
111389588,2022-07-02 10:45:59,DEPOSIT,0,2.22,,,,,,
111389578,2022-07-02 10:45:55,DEPOSIT,0,21.35,,,,,,
111389574,2022-07-02 10:45:54,DEPOSIT,0,3.2,,,,,,
111389561,2022-07-02 10:45:51,DEPOSIT,0,2.88,,,,,,
111389552,2022-07-02 10:45:48,DEPOSIT,0,3.18,,,,,,
111389546,2022-07-02 10:45:46,DEPOSIT,0,0.3,,,,,,
111389535,2022-07-02 10:45:44,DEPOSIT,0,2.88,,,,,,
111389532,2022-07-02 10:45:44,DEPOSIT,0,4.26,,,,,,
111389497,2022-07-02 10:45:36,DEPOSIT,0,2.88,,,,,,
111389490,2022-07-02 10:45:35,DEPOSIT,0,9.25,,,,,,
111389478,2022-07-02 10:45:32,DEPOSIT,0,2.88,,,,,,
111389452,2022-07-02 10:45:16,DEPOSIT,0,6.06,,,,,,
111389434,2022-07-02 10:45:08,DEPOSIT,0,4.78,,,,,,
111389370,2022-07-02 10:44:56,DEPOSIT,0,0.12,,,,,,
111389363,2022-07-02 10:44:54,DEPOSIT,0,4.94,,,,,,
111389358,2022-07-02 10:44:53,DEPOSIT,0,5.46,,,,,,
111389351,2022-07-02 10:44:52,DEPOSIT,0,0.55,1 ... 26 27 28 29 30 ... 107,,,,,
111389346,2022-07-02 10:44:51,DEPOSIT,0,5.46,,,,,,
111389334,2022-07-02 10:44:50,DEPOSIT,0,5.46,,,,,,
111389317,2022-07-02 10:44:42,DEPOSIT,0,3.4,,,,,,
111389220,2022-07-02 10:44:23,DEPOSIT,0,30.1,,,,,,
111389105,2022-07-02 10:44:05,DEPOSIT,0,2.1,,,,,,
111389063,2022-07-02 10:43:52,DEPOSIT,0,5.46,,,,,,
111389030,2022-07-02 10:43:36,DEPOSIT,0,27.39,,,,,,
111388987,2022-07-02 10:43:07,DEPOSIT,0,16.04,,,,,,
111388961,2022-07-02 10:42:57,DEPOSIT,0,6.06,,,,,,
111388923,2022-07-02 10:42:45,DEPOSIT,0,0.06,,,,,,
111388910,2022-07-02 10:42:41,DEPOSIT,0,9.11,,,,,,
111388788,2022-07-02 10:41:50,DEPOSIT,0,2.6,,,,,,
111388786,2022-07-02 10:41:49,DEPOSIT,0,6.06,,,,,,
111388782,2022-07-02 10:41:48,DEPOSIT,0,8.68,,,,,,
111388698,2022-07-02 10:41:06,DEPOSIT,0,4.57,,,,,,
111388697,2022-07-02 10:41:06,DEPOSIT,0,0.55,,,,,,
111388688,2022-07-02 10:41:03,DEPOSIT,0,2.32,,,,,,
111388601,2022-07-02 10:40:10,DEPOSIT,0,6.06,,,,,,
111388598,2022-07-02 10:40:06,DEPOSIT,0,5.46,,,,,,
111388552,2022-07-02 10:39:42,DEPOSIT,0,0.61,1 ... 27 28 29 30 31 ... 107,,,,,
111388370,2022-07-02 10:37:05,DEPOSIT,0,5.46,,,,,,
111388342,2022-07-02 10:36:39,DEPOSIT,0,0.34,,,,,,
111388300,2022-07-02 10:36:06,DEPOSIT,0,27.59,,,,,,
111388188,2022-07-02 10:34:39,DEPOSIT,0,31.34,,,,,,
111388183,2022-07-02 10:34:28,DEPOSIT,0,6.93,,,,,,
111387946,2022-07-02 10:30:56,DEPOSIT,0,32.71,,,,,,
111387867,2022-07-02 10:28:22,DEPOSIT,0,3.76,,,,,,
111387862,2022-07-02 10:28:10,DEPOSIT,0,5.27,,,,,,
111387780,2022-07-02 10:18:19,DEPOSIT,0,18.3,,,,,,
111387779,2022-07-02 10:18:19,DEPOSIT,0,18.3,,,,,,
111387778,2022-07-02 10:18:19,DEPOSIT,0,18.3,,,,,,
111387777,2022-07-02 10:18:19,DEPOSIT,0,18.3,,,,,,
111387776,2022-07-02 10:18:19,DEPOSIT,0,18.3,,,,,,
111387775,2022-07-02 10:18:17,DEPOSIT,0,18.3,,,,,,
111387774,2022-07-02 10:18:17,DEPOSIT,0,18.3,,,,,,
111387773,2022-07-02 10:18:17,DEPOSIT,0,18.3,,,,,,
111387772,2022-07-02 10:18:17,DEPOSIT,0,18.3,,,,,,
111387771,2022-07-02 10:18:17,DEPOSIT,0,18.3,,,,,,
111387700,2022-07-02 10:10:39,DEPOSIT,0,6.06,,,,,,
111387691,2022-07-02 10:10:18,DEPOSIT,0,4.8,1 ... 28 29 30 31 32 ... 107,,,,,
111387612,2022-07-02 10:03:04,DEPOSIT,0,15.41,,,,,,
111387602,2022-07-02 10:01:56,DEPOSIT,0,16.47,,,,,,
111387581,2022-07-02 09:59:38,DEPOSIT,0,1.6,,,,,,
111387580,2022-07-02 09:59:37,DEPOSIT,0,6.06,,,,,,
111387547,2022-07-02 09:55:23,DEPOSIT,0,0.54,,,,,,
111387526,2022-07-02 09:52:12,DEPOSIT,0,6.06,,,,,,
111387495,2022-07-02 09:49:46,DEPOSIT,0,5.52,,,,,,
111387469,2022-07-02 09:48:12,DEPOSIT,0,6.06,,,,,,
111387467,2022-07-02 09:48:06,DEPOSIT,0,4.71,,,,,,
111387428,2022-07-02 09:45:45,DEPOSIT,0,5.55,,,,,,
111387420,2022-07-02 09:45:26,DEPOSIT,0,6.06,,,,,,
111387415,2022-07-02 09:45:13,DEPOSIT,0,5.64,,,,,,
111387351,2022-07-02 09:40:55,DEPOSIT,0,6.06,,,,,,
111387350,2022-07-02 09:40:51,DEPOSIT,0,4.72,,,,,,
111387340,2022-07-02 09:40:18,DEPOSIT,0,10.63,,,,,,
111387289,2022-07-02 09:37:20,DEPOSIT,0,4.67,,,,,,
111387113,2022-07-02 09:23:30,DEPOSIT,0,5.14,,,,,,
111387019,2022-07-02 09:15:11,DEPOSIT,0,15.92,,,,,,
111387016,2022-07-02 09:15:01,DEPOSIT,0,4.84,,,,,,
111386607,2022-07-02 07:51:26,DEPOSIT,0,6.06,1 ... 29 30 31 32 33 ... 107,,,,,
111386596,2022-07-02 07:45:30,DEPOSIT,0,0.23,,,,,,
111386500,2022-07-02 06:30:07,DEPOSIT,0,12.78,,,,,,
111386462,2022-07-02 05:51:40,DEPOSIT,0,3.51,,,,,,
111386446,2022-07-02 05:47:20,DEPOSIT,0,10.98,,,,,,
111386390,2022-07-02 05:17:34,DEPOSIT,0,6.16,,,,,,
111386376,2022-07-02 05:11:25,DEPOSIT,0,13.93,,,,,,
111386351,2022-07-02 05:01:44,DEPOSIT,0,13.28,,,,,,
111386290,2022-07-02 04:17:14,DEPOSIT,0,1.69,,,,,,
111386266,2022-07-02 04:04:34,DEPOSIT,0,8.17,,,,,,
111373617,2022-07-04 12:45:01,BUY,0.06,AUDNZD,1.09732,1.10045,1.13,11.3,1.13 pips,
111373416,2022-07-04 13:00:02,BUY,0.06,AUDNZD,1.0973,1.10109,1.38,13.76,1.38 pips,
111373228,2022-07-04 10:15:01,BUY,0.06,AUDCAD,0.87503,0.8813,2.88,28.84,2.88 pips,
111373169,2022-07-04 10:45:02,BUY,0.06,AUDNZD,1.09726,1.09967,0.86,8.58,0.86 pips,
111373094,2022-07-04 10:00:00,BUY,0.06,AUDCAD,0.87498,0.88076,2.65,26.53,2.65 pips,
111373090,2022-07-04 11:00:01,BUY,0.06,AUDNZD,1.09725,1.10019,1.06,10.56,1.06 pips,
111372938,2022-07-04 08:14:42,BUY,0.06,AUDCAD,0.87494,0.8793,1.99,19.9,1.99 pips,
111372936,2022-07-04 10:23:20,BUY,0.06,AUDNZD,1.0972,1.09886,0.58,5.77,0.58 pips,
111360974,2022-07-04 09:45:03,BUY,0.06,AUDCAD,0.8767,0.88033,1.65,16.52,1.65 pips,
111333580,2022-07-01 21:30:01,BUY,0.06,NZDCAD,0.79848,0.8014,1.34,13.43,1.34 pips,
111321618,2022-07-01 01:57:16,DEPOSIT,0,12.6,1 ... 30 31 32 33 34 ... 107,,,,,
111320787,2022-07-01 01:52:21,DEPOSIT,0,3.78,,,,,,
111304317,2022-06-30 21:53:20,DEPOSIT,0,4.87,,,,,,
111285761,2022-06-30 19:20:35,DEPOSIT,0,0.26,,,,,,
111188177,2022-06-30 14:54:45,DEPOSIT,0,2.86,,,,,,
111074764,2022-06-30 11:15:00,SELL,0.05,AUDNZD,1.10829,1.10551,0.85,8.52,0.85 pips,
110870920,2022-06-29 09:33:56,DEPOSIT,0,4.57,,,,,,
110820337,2022-06-29 09:30:00,SELL,0.05,AUDNZD,1.10718,1.10323,1.21,12.14,1.21 pips,
110778508,2022-06-29 09:12:33,SELL,0.05,AUDNZD,1.10697,1.10352,1.06,10.59,1.06 pips,
110713421,2022-06-29 09:15:01,SELL,0.05,AUDNZD,1.10659,1.10377,0.86,8.62,0.86 pips,
110713203,2022-06-29 06:45:00,SELL,0.05,AUDNZD,1.10672,1.1052,0.46,4.56,0.46 pips,
110699041,2022-06-29 07:30:01,SELL,0.05,AUDNZD,1.10554,1.10437,0.35,3.47,0.35 pips,
110620972,2022-06-27 21:13:27,DEPOSIT,0,0.05,,,,,,
110450711,2022-06-25 10:22:08,DEPOSIT,0,7.25,,,,,,
110450709,2022-06-25 10:22:07,DEPOSIT,0,20.29,,,,,,
110450708,2022-06-25 10:22:07,DEPOSIT,0,11.48,,,,,,
110450704,2022-06-25 10:21:57,DEPOSIT,0,2.89,,,,,,
110450694,2022-06-25 10:21:53,DEPOSIT,0,3.58,,,,,,
110450685,2022-06-25 10:21:47,DEPOSIT,0,5.75,,,,,,
110450681,2022-06-25 10:21:45,DEPOSIT,0,2.23,,,,,,
110450667,2022-06-25 10:21:38,DEPOSIT,0,0.99,1 ... 31 32 33 34 35 ... 107,,,,,
110450659,2022-06-25 10:21:33,DEPOSIT,0,8.48,,,,,,
110450655,2022-06-25 10:21:31,DEPOSIT,0,18.46,,,,,,
110450654,2022-06-25 10:21:31,DEPOSIT,0,22.97,,,,,,
110450651,2022-06-25 10:21:28,DEPOSIT,0,3.61,,,,,,
110450650,2022-06-25 10:21:26,DEPOSIT,0,7.25,,,,,,
110450594,2022-06-25 10:20:57,DEPOSIT,0,3.09,,,,,,
110450540,2022-06-25 10:20:39,DEPOSIT,0,3.45,,,,,,
110450483,2022-06-25 10:19:57,DEPOSIT,0,0.01,,,,,,
110450429,2022-06-25 10:19:32,DEPOSIT,0,6.52,,,,,,
110450366,2022-06-25 10:18:14,DEPOSIT,0,0.55,,,,,,
110450354,2022-06-25 10:18:03,DEPOSIT,0,6.52,,,,,,
110450344,2022-06-25 10:17:54,DEPOSIT,0,7.3,,,,,,
110450259,2022-06-25 10:14:27,DEPOSIT,0,36.31,,,,,,
110450252,2022-06-25 10:14:16,DEPOSIT,0,6.44,,,,,,
110450185,2022-06-25 10:10:51,DEPOSIT,0,36.35,,,,,,
110450164,2022-06-25 10:09:15,DEPOSIT,0,7.25,,,,,,
110450161,2022-06-25 10:09:01,DEPOSIT,0,6.56,,,,,,
110450112,2022-06-25 10:03:42,DEPOSIT,0,0.11,,,,,,
110450101,2022-06-25 10:01:44,DEPOSIT,0,21.77,,,,,,
110450100,2022-06-25 10:01:44,DEPOSIT,0,21.77,1 ... 32 33 34 35 36 ... 107,,,,,
110450099,2022-06-25 10:01:44,DEPOSIT,0,21.77,,,,,,
110450098,2022-06-25 10:01:44,DEPOSIT,0,21.77,,,,,,
110450097,2022-06-25 10:01:43,DEPOSIT,0,21.77,,,,,,
110450096,2022-06-25 10:01:43,DEPOSIT,0,21.77,,,,,,
110450095,2022-06-25 10:01:43,DEPOSIT,0,21.77,,,,,,
110450094,2022-06-25 10:01:43,DEPOSIT,0,21.77,,,,,,
110450093,2022-06-25 10:01:43,DEPOSIT,0,21.77,,,,,,
110450092,2022-06-25 10:01:43,DEPOSIT,0,21.77,,,,,,
110450081,2022-06-25 10:00:36,DEPOSIT,0,7.25,,,,,,
110450068,2022-06-25 09:58:01,DEPOSIT,0,7.25,,,,,,
110450051,2022-06-25 09:55:23,DEPOSIT,0,3.19,,,,,,
110450007,2022-06-25 09:49:09,DEPOSIT,0,14.53,,,,,,
110449999,2022-06-25 09:48:17,DEPOSIT,0,27.51,,,,,,
110449988,2022-06-25 09:46:38,DEPOSIT,0,7.25,,,,,,
110449963,2022-06-25 09:42:44,DEPOSIT,0,2.6,,,,,,
110449947,2022-06-25 09:40:09,DEPOSIT,0,7.25,,,,,,
110449935,2022-06-25 09:37:55,DEPOSIT,0,7.08,,,,,,
110449920,2022-06-25 09:36:40,DEPOSIT,0,7.25,,,,,,
110449918,2022-06-25 09:36:35,DEPOSIT,0,7.25,,,,,,
110449901,2022-06-25 09:34:25,DEPOSIT,0,7.25,1 ... 33 34 35 36 37 ... 107,,,,,
110449898,2022-06-25 09:34:17,DEPOSIT,0,7.25,,,,,,
110449895,2022-06-25 09:34:11,DEPOSIT,0,7.08,,,,,,
110449889,2022-06-25 09:33:51,DEPOSIT,0,7.25,,,,,,
110449854,2022-06-25 09:29:09,DEPOSIT,0,2.6,,,,,,
110449853,2022-06-25 09:29:05,DEPOSIT,0,6.82,,,,,,
110449846,2022-06-25 09:28:36,DEPOSIT,0,11.7,,,,,,
110449832,2022-06-25 09:26:21,DEPOSIT,0,6.84,,,,,,
110449782,2022-06-25 09:15:25,DEPOSIT,0,7.62,,,,,,
110449746,2022-06-25 09:07:50,DEPOSIT,0,36.31,,,,,,
110449744,2022-06-25 09:07:40,DEPOSIT,0,6.76,,,,,,
110449393,2022-06-25 07:48:34,DEPOSIT,0,7.25,,,,,,
110449388,2022-06-25 07:42:55,DEPOSIT,0,0.38,,,,,,
110449307,2022-06-25 06:29:25,DEPOSIT,0,13.41,,,,,,
110449277,2022-06-25 05:53:34,DEPOSIT,0,8.34,,,,,,
110449259,2022-06-25 05:48:44,DEPOSIT,0,13.07,,,,,,
110449211,2022-06-25 05:18:19,DEPOSIT,0,2.58,,,,,,
