num,time,side,lot,sym,o,c,pip,size,pips
92537232,2021-10-29 12:28:57,WITHDRAWAL,0,-50,,,,,
92285666,2021-11-17 15:33:14,BUY,0.0013,GBPCAD,1.69105,1.69375,0.02,0.17,0.02 pips
92285641,2021-10-28 13:23:11,BUY,0.0013,GBPCAD,1.69106,1.70102,0.1,0.89,0.10 pips
92258821,2021-10-27 17:00:26,SELL,0.0253,NZDCAD,0.89065,0.886,0.95,8.2,0.95 pips
92256275,2021-10-27 17:00:03,SELL,0.0097,AUDCAD,0.93337,0.93035,0.24,2.04,0.24 pips
92172895,2021-10-27 16:15:05,SELL,0.0038,AUDNZD,1.05142,1.0478,0.1,0.85,0.10 pips
92171323,2021-10-27 17:00:21,SELL,0.0039,AUDCAD,0.93287,0.92913,0.12,1.02,0.12 pips
92171208,2021-10-27 17:02:31,SELL,0.0096,AUDCAD,0.9329,0.92813,0.37,3.2,0.37 pips
92170895,2021-10-27 17:00:22,SELL,0.0039,AUDCAD,0.93291,0.92944,0.11,0.94,0.11 pips
92169917,2021-10-27 17:02:38,SELL,0.0039,AUDCAD,0.9323,0.9283,0.13,1.09,0.13 pips
92169876,2021-10-27 17:00:20,SELL,0.0039,AUDCAD,0.9323,0.92942,0.09,0.78,0.09 pips
92169831,2021-10-27 17:00:14,SELL,0.0039,AUDCAD,0.93233,0.92913,0.1,0.87,0.10 pips
92169732,2021-10-27 17:00:34,SELL,0.0039,AUDCAD,0.93235,0.92857,0.12,1.03,0.12 pips
92169671,2021-10-27 11:34:33,SELL,0.0097,AUDCAD,0.93235,0.93055,0.14,1.21,0.14 pips
92164731,2021-10-27 17:02:30,SELL,0.0039,AUDCAD,0.93079,0.92821,0.08,0.7,0.08 pips
92164256,2021-10-27 17:00:34,SELL,0.0039,AUDCAD,0.93058,0.92833,0.07,0.61,0.07 pips
92163309,2021-10-27 17:00:07,SELL,0.0039,AUDCAD,0.93007,0.93153,-0.05,-0.4,-0.05 pips
92163281,2021-10-27 11:34:33,SELL,0.0039,AUDCAD,0.93007,0.93055,-0.02,-0.13,-0.02 pips
92044830,2021-10-27 17:02:31,SELL,0.0039,AUDCAD,0.92777,0.92821,-0.01,-0.13,-0.01 pips
91834962,2021-10-22 12:30:05,BUY,0.0035,AUDNZD,1.04203,1.0448,0.07,0.6,0.07 pips
91834932,2021-10-22 12:30:05,BUY,0.0237,AUDNZD,1.04204,1.0448,0.47,4.04,0.47 pips
91834908,2021-10-22 12:30:03,BUY,0.0237,AUDNZD,1.04204,1.0448,0.47,4.04,0.47 pips
91742391,2021-10-21 17:00:02,SELL,0.0032,AUDCAD,0.92716,0.92282,0.11,0.97,0.11 pips
91742360,2021-10-21 07:12:39,SELL,0.0079,AUDCAD,0.92717,0.92533,0.12,1.01,0.12 pips
91742296,2021-10-21 16:45:01,SELL,0.0032,AUDCAD,0.92717,0.92335,0.1,0.85,0.10 pips
91742184,2021-10-21 07:12:22,SELL,0.0079,AUDCAD,0.9272,0.92537,0.12,1.01,0.12 pips
91724872,2021-10-21 16:15:02,SELL,0.0077,NZDCAD,0.88769,0.88447,0.2,1.69,0.20 pips
91724845,2021-10-21 17:00:01,SELL,0.0032,NZDCAD,0.88769,0.88306,0.12,1.02,0.12 pips
91724822,2021-10-21 16:19:57,SELL,0.0508,NZDCAD,0.88768,0.88403,1.47,12.71,1.47 pips
91722592,2021-10-22 15:00:02,SELL,0.001,NZDCAD,0.88708,0.8832,0.03,0.26,0.03 pips
91722572,2021-10-21 16:20:40,SELL,0.008,NZDCAD,0.88708,0.88388,0.2,1.75,0.20 pips
91722552,2021-10-22 14:00:02,SELL,0.001,NZDCAD,0.88708,0.8837,0.03,0.23,0.03 pips
91722532,2021-10-21 17:00:03,SELL,0.001,NZDCAD,0.88707,0.88303,0.03,0.28,0.03 pips
91722512,2021-10-21 04:36:44,BUY,0.0032,AUDNZD,1.04364,1.04596,0.05,0.44,0.05 pips
91722492,2021-10-22 15:57:59,SELL,0.0014,NZDCAD,0.88708,0.881,0.07,0.59,0.07 pips
91722472,2021-10-22 16:19:07,SELL,0.0014,NZDCAD,0.88708,0.88073,0.07,0.61,0.07 pips
91722452,2021-10-22 16:19:05,SELL,0.0014,NZDCAD,0.88708,0.88076,0.07,0.61,0.07 pips
91722432,2021-10-21 16:15:03,SELL,0.0035,NZDCAD,0.88708,0.88446,0.07,0.62,0.07 pips
91722412,2021-11-10 14:38:50,SELL,0.0014,NZDCAD,0.88708,0.88227,0.05,0.43,0.05 pips
91722392,2021-10-22 15:11:06,SELL,0.001,NZDCAD,0.88708,0.8822,0.04,0.33,0.04 pips
91722372,2021-10-21 16:20:41,SELL,0.0035,NZDCAD,0.88708,0.88388,0.09,0.77,0.09 pips
91722352,2021-10-21 04:45:04,BUY,0.0013,AUDNZD,1.04364,1.04601,0.02,0.18,0.02 pips
91722332,2021-10-22 13:15:02,BUY,0.0033,AUDNZD,1.04364,1.04653,0.07,0.56,0.07 pips
91722312,2021-10-21 04:37:44,BUY,0.0013,AUDNZD,1.04364,1.04607,0.02,0.19,0.02 pips
91722292,2021-10-21 16:20:42,SELL,0.0014,NZDCAD,0.8871,0.88387,0.04,0.31,0.04 pips
91722271,2021-10-22 16:19:08,SELL,0.001,NZDCAD,0.88709,0.88066,0.05,0.44,0.05 pips
91722251,2021-10-21 16:15:04,SELL,0.0014,NZDCAD,0.88707,0.88444,0.03,0.25,0.03 pips
91722231,2021-10-22 16:19:07,SELL,0.001,NZDCAD,0.88714,0.88074,0.05,0.44,0.05 pips
91722211,2021-11-10 14:38:55,SELL,0.001,NZDCAD,0.88714,0.8823,0.04,0.31,0.04 pips
91722191,2021-10-22 15:58:00,SELL,0.001,NZDCAD,0.88714,0.881,0.05,0.42,0.05 pips
91722171,2021-10-22 15:42:08,BUY,0.0014,AUDNZD,1.04365,1.04891,0.05,0.44,0.05 pips
91722151,2021-10-22 12:30:06,BUY,0.0014,AUDNZD,1.04364,1.0448,0.01,0.09,0.01 pips
91722131,2021-10-21 04:36:45,BUY,0.0014,AUDNZD,1.04364,1.04596,0.02,0.19,0.02 pips
91722111,2021-10-21 16:20:44,SELL,0.001,NZDCAD,0.88715,0.88387,0.03,0.22,0.03 pips
91722091,2021-10-21 16:15:05,SELL,0.001,NZDCAD,0.88716,0.88445,0.02,0.18,0.02 pips
91722070,2021-10-22 13:15:04,BUY,0.0014,AUDNZD,1.04367,1.04654,0.03,0.24,0.03 pips
91722050,2021-10-21 04:45:09,BUY,0.001,AUDNZD,1.04367,1.04596,0.02,0.14,0.02 pips
91722030,2021-10-21 04:37:47,BUY,0.001,AUDNZD,1.04367,1.04606,0.02,0.14,0.02 pips
91722010,2021-10-22 15:42:09,BUY,0.001,AUDNZD,1.04367,1.04892,0.04,0.32,0.04 pips
91721851,2021-10-22 13:15:05,BUY,0.001,AUDNZD,1.04367,1.04654,0.02,0.17,0.02 pips
91721830,2021-10-22 12:30:07,BUY,0.001,AUDNZD,1.04367,1.04474,0.01,0.06,0.01 pips
91721810,2021-10-21 04:36:47,BUY,0.001,AUDNZD,1.04369,1.04597,0.02,0.14,0.02 pips
91712688,2021-10-22 15:00:01,SELL,0.0033,NZDCAD,0.88752,0.8832,0.11,0.98,0.11 pips
91702019,2021-10-21 08:30:01,SELL,0.0032,AUDCAD,0.92598,0.92463,0.03,0.29,0.03 pips
91701999,2021-10-21 09:58:05,SELL,0.0032,AUDCAD,0.92598,0.92364,0.06,0.51,0.06 pips
91701977,2021-10-21 16:30:04,SELL,0.0212,NZDCAD,0.88693,0.8835,0.58,4.98,0.58 pips
91701956,2021-10-22 14:00:01,SELL,0.0034,NZDCAD,0.88692,0.8837,0.09,0.74,0.09 pips
91701922,2021-10-21 16:30:01,SELL,0.0212,NZDCAD,0.88693,0.88343,0.59,5.08,0.59 pips
91701862,2021-10-21 16:21:37,SELL,0.053,NZDCAD,0.88695,0.88369,1.37,11.82,1.37 pips
91699398,2021-10-21 16:55:29,SELL,0.0216,NZDCAD,0.88598,0.88273,0.56,4.8,0.56 pips
91697249,2021-10-21 10:15:01,SELL,0.0033,AUDCAD,0.92573,0.92354,0.06,0.49,0.06 pips
91697123,2021-10-21 10:15:00,SELL,0.0033,AUDCAD,0.92573,0.92353,0.06,0.49,0.06 pips
91680481,2021-10-20 12:44:07,WITHDRAWAL,0,-35,,,,,
91630519,2021-10-21 09:55:00,SELL,0.0035,AUDCAD,0.92441,0.92397,0.01,0.09,0.01 pips
91627835,2021-10-21 09:51:35,SELL,0.0036,AUDCAD,0.92432,0.92406,0.01,0.05,0.01 pips
91625623,2021-10-21 07:12:40,SELL,0.0036,AUDCAD,0.92419,0.92533,-0.04,-0.3,-0.04 pips
91625466,2021-10-21 07:12:22,SELL,0.0036,AUDCAD,0.9241,0.9254,-0.04,-0.34,-0.04 pips
91614169,2021-10-19 23:00:02,BUY,0.0221,AUDNZD,1.04283,1.04497,0.34,2.91,0.34 pips
91595317,2021-10-21 16:19:58,SELL,0.0245,NZDCAD,0.88261,0.88402,-0.29,-2.55,-0.29 pips
91595216,2021-10-27 17:00:28,SELL,0.0098,NZDCAD,0.88262,0.88547,-0.24,-2.06,-0.24 pips
91595181,2021-10-22 15:11:04,SELL,0.0039,NZDCAD,0.88262,0.88214,0.01,0.1,0.01 pips
91593875,2021-10-21 16:21:38,SELL,0.0245,NZDCAD,0.88225,0.88369,-0.3,-2.6,-0.30 pips
91593790,2021-10-21 04:45:01,BUY,0.0094,AUDNZD,1.0442,1.04598,0.11,0.97,0.11 pips
91593626,2021-10-21 04:37:42,BUY,0.0094,AUDNZD,1.04421,1.0461,0.12,1.03,0.12 pips
91561907,2021-10-21 16:30:02,SELL,0.0099,NZDCAD,0.88094,0.88346,-0.21,-1.79,-0.21 pips
91546045,2021-10-21 16:30:04,SELL,0.0099,NZDCAD,0.88019,0.88353,-0.27,-2.36,-0.27 pips
91545976,2021-10-21 16:55:29,SELL,0.0099,NZDCAD,0.88019,0.88271,-0.21,-1.8,-0.21 pips
91544847,2021-10-20 13:00:01,BUY,0.0038,AUDNZD,1.04494,1.0455,0.01,0.12,0.01 pips
91533181,2021-10-21 16:21:39,SELL,0.0102,NZDCAD,0.8778,0.88371,-0.49,-4.26,-0.49 pips
91433687,2021-10-18 13:00:02,SELL,0.0102,NZDCAD,0.87739,0.87439,0.25,2.13,0.25 pips
91431249,2021-10-21 16:19:58,SELL,0.0101,NZDCAD,0.87707,0.88402,-0.57,-4.96,-0.57 pips
91431220,2021-10-27 17:00:32,SELL,0.0041,NZDCAD,0.87711,0.88626,-0.31,-2.67,-0.31 pips
91431178,2021-10-22 15:38:03,BUY,0.0097,AUDNZD,1.04711,1.04876,0.1,0.88,0.10 pips
91430931,2021-10-19 23:00:03,BUY,0.0097,AUDNZD,1.047,1.04492,-0.15,-1.26,-0.15 pips
91428793,2021-10-22 12:30:06,BUY,0.0098,AUDNZD,1.04798,1.0448,-0.23,-2.03,-0.23 pips
91428714,2021-10-22 12:30:04,BUY,0.0098,AUDNZD,1.04793,1.04481,-0.23,-1.99,-0.23 pips
91413596,2021-10-21 16:30:02,SELL,0.0042,NZDCAD,0.87562,0.88347,-0.27,-2.33,-0.27 pips
91410570,2021-10-21 16:30:05,SELL,0.0041,NZDCAD,0.87517,0.88355,-0.28,-2.43,-0.28 pips
91410530,2021-10-21 16:55:30,SELL,0.0041,NZDCAD,0.87517,0.88275,-0.26,-2.2,-0.26 pips
91410425,2021-10-21 04:45:01,BUY,0.004,AUDNZD,1.04914,1.046,-0.09,-0.82,-0.09 pips
91410302,2021-10-21 04:37:43,BUY,0.004,AUDNZD,1.04914,1.04608,-0.09,-0.8,-0.09 pips
91398542,2021-10-18 13:00:02,SELL,0.0042,NZDCAD,0.87369,0.87439,-0.02,-0.21,-0.02 pips
91398460,2021-10-21 16:21:39,SELL,0.0042,NZDCAD,0.87364,0.88371,-0.35,-2.98,-0.35 pips
91390516,2021-10-21 16:19:59,SELL,0.0042,NZDCAD,0.87268,0.88402,-0.39,-3.35,-0.39 pips
91381499,2021-10-22 15:38:04,BUY,0.0039,AUDNZD,1.05158,1.04876,-0.08,-0.72,-0.08 pips
91341145,2021-10-19 23:00:03,BUY,0.0039,AUDNZD,1.05172,1.04491,-0.19,-1.65,-0.19 pips
91338494,2021-10-22 12:30:07,BUY,0.0039,AUDNZD,1.05206,1.04474,-0.21,-1.81,-0.21 pips
91338464,2021-10-22 12:30:04,BUY,0.0039,AUDNZD,1.05203,1.04479,-0.21,-1.79,-0.21 pips
91073893,2021-10-13 17:48:05,BUY,0.0012,GBPCAD,1.69393,1.69658,0.03,0.22,0.03 pips
91073862,2021-11-17 15:33:19,BUY,0.0012,GBPCAD,1.69393,1.69399,-0.01,-0.11,-0.01 pips
91040724,2021-10-13 05:15:01,SELL,0.009,AUDNZD,1.06093,1.05829,0.16,1.42,0.16 pips
91040703,2021-10-13 05:30:05,SELL,0.009,AUDNZD,1.06093,1.05816,0.17,1.49,0.17 pips
91020437,2021-10-13 03:00:02,SELL,0.0037,AUDNZD,1.06033,1.0594,0.02,0.2,0.02 pips
90878432,2021-10-21 20:26:25,BUY,0.012,GBPCAD,1.69804,1.70574,0.7,6.03,0.70 pips
90877447,2021-10-13 06:30:03,SELL,0.0036,AUDNZD,1.05849,1.05686,0.04,0.35,0.04 pips
90871778,2021-10-12 11:44:05,BUY,0.0012,GBPCAD,1.69618,1.6948,-0.01,-0.12,-0.01 pips
90871741,2021-10-12 11:44:06,BUY,0.0012,GBPCAD,1.69617,1.69477,-0.01,-0.12,-0.01 pips
90843810,2021-10-13 06:30:02,SELL,0.0036,AUDNZD,1.05723,1.05686,0.01,0.07,0.01 pips
90783575,2021-10-12 08:15:08,BUY,0.0038,NZDCAD,0.86319,0.86691,0.11,0.98,0.11 pips
90783458,2021-10-11 17:15:01,BUY,0.0095,NZDCAD,0.86319,0.86705,0.29,2.54,0.29 pips
90780631,2021-10-11 17:15:03,BUY,0.0095,NZDCAD,0.86372,0.86704,0.25,2.19,0.25 pips
90780589,2021-10-11 17:45:01,BUY,0.0038,NZDCAD,0.86372,0.86738,0.11,0.96,0.11 pips
90780538,2021-10-11 11:45:02,BUY,0.0038,NZDCAD,0.86372,0.86517,0.04,0.38,0.04 pips
90778881,2021-11-17 15:33:26,BUY,0.0011,GBPCAD,1.6997,1.6943,-0.06,-0.53,-0.06 pips
90778855,2021-11-17 15:32:53,BUY,0.0011,GBPCAD,1.6997,1.69445,-0.06,-0.52,-0.06 pips
90778825,2021-11-17 15:33:14,BUY,0.0011,GBPCAD,1.6997,1.69375,-0.06,-0.57,-0.06 pips
90778773,2021-11-17 15:33:24,BUY,0.0011,GBPCAD,1.6997,1.69429,-0.06,-0.53,-0.06 pips
90778744,2021-11-17 15:33:28,BUY,0.0011,GBPCAD,1.6997,1.69424,-0.06,-0.53,-0.06 pips
90778657,2021-10-13 05:15:02,SELL,0.0036,AUDNZD,1.05542,1.05829,-0.07,-0.63,-0.07 pips
90777496,2021-10-13 05:30:06,SELL,0.0036,AUDNZD,1.05529,1.05818,-0.07,-0.63,-0.07 pips
90777473,2021-10-11 03:15:03,SELL,0.0036,AUDNZD,1.05529,1.0538,0.04,0.32,0.04 pips
90761221,2021-10-14 11:17:44,BUY,0.0242,NZDCAD,0.86448,0.86985,1.02,8.83,1.02 pips
90759309,2021-10-11 17:00:02,BUY,0.0097,NZDCAD,0.86471,0.86608,0.1,0.89,0.10 pips
90742785,2021-10-11 00:12:54,BUY,0.0012,GBPCAD,1.70091,1.69838,-0.02,-0.22,-0.02 pips
90742763,2021-10-11 00:12:55,BUY,0.0012,GBPCAD,1.70091,1.69838,-0.02,-0.22,-0.02 pips
90733568,2021-10-11 17:15:04,BUY,0.004,NZDCAD,0.86649,0.86703,0.02,0.14,0.02 pips
90730415,2021-10-11 17:00:03,BUY,0.004,NZDCAD,0.86713,0.86609,-0.03,-0.3,-0.03 pips
90730373,2021-10-11 17:15:03,BUY,0.004,NZDCAD,0.86711,0.86704,0,-0.03,0.00 pips
90720685,2021-10-11 17:15:02,BUY,0.004,NZDCAD,0.86748,0.86703,-0.02,-0.14,-0.02 pips
90656278,2021-10-15 15:15:02,BUY,0.0251,NZDCAD,0.86765,0.87214,0.88,7.62,0.88 pips
90649307,2021-10-11 00:12:55,BUY,0.0012,GBPCAD,1.70614,1.69838,-0.07,-0.65,-0.07 pips
90649252,2021-10-11 00:12:56,BUY,0.0012,GBPCAD,1.70616,1.69838,-0.08,-0.65,-0.08 pips
90572710,2021-10-08 17:15:03,SELL,0.0039,AUDNZD,1.05422,1.05337,0.02,0.19,0.02 pips
90567163,2021-10-08 08:00:01,SELL,0.0039,AUDNZD,1.05332,1.05301,0.01,0.06,0.01 pips
90567106,2021-10-08 07:45:24,SELL,0.0039,AUDNZD,1.05333,1.05312,0,0.04,0.00 pips
90567075,2021-10-08 07:45:23,SELL,0.0039,AUDNZD,1.05331,1.05312,0,0.03,0.00 pips
90567010,2021-10-08 05:15:02,SELL,0.0039,AUDNZD,1.0533,1.05339,0,-0.03,0.00 pips
90459302,2021-10-11 00:12:56,BUY,0.0012,GBPCAD,1.7112,1.69838,-0.13,-1.09,-0.13 pips
90459280,2021-10-11 00:12:57,BUY,0.0012,GBPCAD,1.7112,1.69838,-0.13,-1.09,-0.13 pips
90418076,2021-10-11 00:12:53,BUY,0.0012,GBPCAD,1.71362,1.69838,-0.15,-1.3,-0.15 pips
90418054,2021-10-11 00:12:57,BUY,0.0012,GBPCAD,1.71362,1.69838,-0.15,-1.3,-0.15 pips
90401891,2021-10-11 00:12:53,BUY,0.0012,GBPCAD,1.71612,1.69838,-0.17,-1.5,-0.17 pips
90401868,2021-10-11 00:12:54,BUY,0.0012,GBPCAD,1.71607,1.69838,-0.17,-1.5,-0.17 pips
90381273,2021-10-06 13:56:32,BUY,0.0012,GBPCAD,1.71307,1.71554,0.02,0.2,0.02 pips
90381240,2021-10-06 13:57:02,BUY,0.0012,GBPCAD,1.71312,1.7155,0.02,0.2,0.02 pips
90375347,2021-10-15 16:05:05,BUY,0.0103,NZDCAD,0.86995,0.8732,0.24,2.12,0.24 pips
90278469,2021-10-06 00:33:59,BUY,0.0012,GBPCAD,1.71458,1.71404,-0.01,-0.05,-0.01 pips
90278442,2021-10-06 13:56:29,BUY,0.0012,GBPCAD,1.71466,1.71563,0.01,0.07,0.01 pips
90238738,2021-10-05 19:55:28,BUY,0.0012,GBPCAD,1.71217,1.71517,0.03,0.25,0.03 pips
90238714,2021-10-05 19:53:24,BUY,0.0012,GBPCAD,1.71212,1.71528,0.03,0.26,0.03 pips
90186712,2021-10-05 19:53:21,BUY,0.0012,GBPCAD,1.71504,1.7153,0,0.02,0.00 pips
90081437,2021-10-05 09:52:46,BUY,0.0012,GBPCAD,1.71317,1.71547,0.02,0.18,0.02 pips
90060242,2021-10-05 09:52:41,BUY,0.0012,GBPCAD,1.71523,1.71554,0,0.02,0.00 pips
89925280,2021-10-04 00:18:46,BUY,0.0012,EURUSD,1.16037,1.15958,-0.01,-0.09,-0.01 pips
89925222,2021-10-04 14:50:07,BUY,0.0012,EURUSD,1.16035,1.16283,0.03,0.25,0.03 pips
89874707,2021-10-01 13:56:29,BUY,0.0012,GBPCAD,1.71533,1.71725,0.02,0.16,0.02 pips
89874683,2021-10-01 13:56:35,BUY,0.0012,GBPCAD,1.7153,1.71725,0.02,0.16,0.02 pips
89834791,2021-10-01 13:20:23,BUY,0.0012,GBPCAD,1.71242,1.71497,0.02,0.21,0.02 pips
89834768,2021-10-01 13:20:24,BUY,0.0012,GBPCAD,1.71242,1.71497,0.02,0.21,0.02 pips
89811547,2021-10-01 05:16:47,DEPOSIT,0,0.01,,,,,
89811546,2021-10-01 05:16:47,DEPOSIT,0,0.03,,,,,
89790364,2021-10-01 22:00:02,SELL,0.009,AUDNZD,1.04884,1.04629,0.16,1.37,0.16 pips
89715406,2021-10-01 09:43:18,BUY,0.0012,GBPCAD,1.70723,1.71147,0.04,0.34,0.04 pips
89715383,2021-09-30 23:01:30,BUY,0.0012,GBPCAD,1.70717,1.70662,-0.01,-0.05,-0.01 pips
89702108,2021-10-01 09:43:14,BUY,0.0012,GBPCAD,1.70976,1.71149,0.02,0.14,0.02 pips
89702085,2021-09-30 23:01:29,BUY,0.0012,GBPCAD,1.70976,1.70663,-0.03,-0.26,-0.03 pips
89637885,2021-10-04 10:45:02,SELL,0.0089,AUDNZD,1.04848,1.04597,0.15,1.29,0.15 pips
89637838,2021-09-30 21:45:00,SELL,0.0221,AUDNZD,1.04848,1.04687,0.24,2.12,0.24 pips
89636182,2021-10-01 13:45:03,BUY,0.0038,NZDCAD,0.87463,0.87747,0.08,0.72,0.08 pips
89635158,2021-09-30 16:40:02,BUY,0.0096,NZDCAD,0.87494,0.87691,0.15,1.28,0.15 pips
89620818,2021-10-05 14:15:01,SELL,0.0036,AUDNZD,1.04817,1.04362,0.11,0.96,0.11 pips
89618965,2021-10-01 18:00:00,BUY,0.0096,NZDCAD,0.87554,0.87857,0.23,1.95,0.23 pips
89617688,2021-10-01 10:15:01,SELL,0.0233,AUDNZD,1.04716,1.04538,0.28,2.41,0.28 pips
89594439,2021-10-04 13:30:01,BUY,0.0099,NZDCAD,0.87567,0.87879,0.23,1.97,0.23 pips
89594395,2021-10-14 11:17:45,BUY,0.0099,NZDCAD,0.87567,0.8699,-0.5,-4.36,-0.50 pips
89594372,2021-10-01 13:53:01,BUY,0.0248,NZDCAD,0.87567,0.87781,0.38,3.33,0.38 pips
89594309,2021-10-04 13:15:03,BUY,0.0099,NZDCAD,0.87566,0.87859,0.21,1.84,0.21 pips
89569332,2021-09-30 17:03:33,SELL,0.0012,CHFJPY,119.731,119.515,0.02,0.2,0.02 pips
89569309,2021-09-30 17:03:34,SELL,0.0012,CHFJPY,119.731,119.515,0.02,0.2,0.02 pips
89564500,2021-10-04 12:59:56,SELL,0.0095,AUDNZD,1.04627,1.04456,0.1,0.86,0.10 pips
89561242,2021-10-04 13:30:03,SELL,0.0095,AUDNZD,1.04586,1.04441,0.08,0.71,0.08 pips
89557140,2021-10-04 13:00:02,SELL,0.0038,AUDNZD,1.04572,1.04459,0.02,0.21,0.02 pips
89557076,2021-10-05 14:00:04,SELL,0.0095,AUDNZD,1.04574,1.04406,0.09,0.82,0.09 pips
89556980,2021-10-05 13:54:02,SELL,0.0096,AUDNZD,1.04573,1.04388,0.11,0.93,0.11 pips
89556775,2021-10-05 14:00:03,SELL,0.0096,AUDNZD,1.04569,1.044,0.1,0.83,0.10 pips
89556592,2021-10-05 12:45:11,SELL,0.0038,AUDNZD,1.04572,1.04475,0.02,0.17,0.02 pips
89556283,2021-10-04 13:07:08,SELL,0.0096,AUDNZD,1.0458,1.04412,0.1,0.85,0.10 pips
89555721,2021-09-30 21:45:01,SELL,0.0096,AUDNZD,1.04579,1.04687,-0.08,-0.69,-0.08 pips
89537526,2021-10-05 14:00:04,SELL,0.0039,AUDNZD,1.04451,1.04399,0.01,0.06,0.01 pips
89537355,2021-10-05 13:56:00,SELL,0.0039,AUDNZD,1.0445,1.04397,0.01,0.07,0.01 pips
89524163,2021-09-30 16:00:01,BUY,0.0039,AUDCAD,0.91458,0.9182,0.11,0.92,0.11 pips
89524131,2021-09-30 16:00:00,BUY,0.0039,AUDCAD,0.91455,0.91818,0.11,0.92,0.11 pips
89524091,2021-09-30 16:40:49,BUY,0.0039,AUDCAD,0.91456,0.9192,0.14,1.19,0.14 pips
89524057,2021-10-01 10:30:01,BUY,0.0041,NZDCAD,0.87667,0.87693,0,0.03,0.00 pips
89523996,2021-10-15 15:15:03,BUY,0.0101,NZDCAD,0.87668,0.87214,-0.42,-3.6,-0.42 pips
89523826,2021-09-30 17:00:02,BUY,0.0041,NZDCAD,0.87674,0.87734,0.02,0.13,0.02 pips
89523676,2021-10-01 10:05:40,BUY,0.0041,NZDCAD,0.87671,0.87721,0.01,0.09,0.01 pips
89523411,2021-10-01 10:05:38,BUY,0.0041,NZDCAD,0.87668,0.87719,0.01,0.1,0.01 pips
89508511,2021-09-30 16:40:02,BUY,0.0041,NZDCAD,0.87864,0.87692,-0.06,-0.51,-0.06 pips
89487810,2021-10-01 13:53:02,BUY,0.0102,NZDCAD,0.8791,0.87783,-0.11,-0.99,-0.11 pips
89471224,2021-10-15 16:05:06,BUY,0.0041,NZDCAD,0.87996,0.87318,-0.24,-2.1,-0.24 pips
89469562,2021-09-29 18:58:09,SELL,0.0012,CHFJPY,119.866,119.799,0.01,0.06,0.01 pips
89469540,2021-09-29 18:58:09,SELL,0.0012,CHFJPY,119.868,119.799,0.01,0.06,0.01 pips
89443605,2021-10-01 10:15:01,SELL,0.0098,AUDNZD,1.04409,1.04542,-0.1,-0.87,-0.10 pips
89417021,2021-10-01 22:00:02,SELL,0.0039,AUDNZD,1.04326,1.04629,-0.09,-0.75,-0.09 pips
89415433,2021-10-04 10:45:03,SELL,0.0039,AUDNZD,1.04305,1.046,-0.08,-0.74,-0.08 pips
89415382,2021-09-30 21:45:02,SELL,0.0039,AUDNZD,1.04305,1.04691,-0.11,-0.93,-0.11 pips
89363919,2021-09-29 11:24:12,SELL,0.0012,CHFJPY,119.965,119.748,0.02,0.2,0.02 pips
89363895,2021-09-29 11:24:13,SELL,0.0012,CHFJPY,119.969,119.748,0.02,0.2,0.02 pips
89233838,2021-09-28 19:25:05,BUY,0.0012,EURUSD,1.16768,1.16877,0.01,0.11,0.01 pips
89233810,2021-09-28 19:24:26,BUY,0.0012,EURUSD,1.16771,1.16884,0.01,0.12,0.01 pips
89225111,2021-09-28 17:25:24,BUY,0.0102,NZDCAD,0.88188,0.88354,0.13,1.14,0.13 pips
89223802,2021-10-04 13:30:03,SELL,0.0039,AUDNZD,1.04163,1.04439,-0.08,-0.7,-0.08 pips
89223776,2021-10-04 12:59:57,SELL,0.0039,AUDNZD,1.04162,1.04456,-0.09,-0.74,-0.09 pips
89214549,2021-10-04 13:07:09,SELL,0.0039,AUDNZD,1.04118,1.04418,-0.09,-0.76,-0.09 pips
89207835,2021-10-05 14:00:05,SELL,0.0039,AUDNZD,1.04087,1.04406,-0.09,-0.81,-0.09 pips
89207785,2021-10-05 13:54:03,SELL,0.0039,AUDNZD,1.04088,1.04389,-0.09,-0.77,-0.09 pips
89207494,2021-10-05 14:00:03,SELL,0.0039,AUDNZD,1.04088,1.044,-0.09,-0.8,-0.09 pips
89204533,2021-10-14 11:17:45,BUY,0.0041,NZDCAD,0.88306,0.8699,-0.45,-3.92,-0.45 pips
89196754,2021-10-04 13:30:02,BUY,0.0041,NZDCAD,0.88318,0.87878,-0.15,-1.3,-0.15 pips
89189786,2021-10-01 18:00:01,BUY,0.0041,NZDCAD,0.88376,0.87857,-0.17,-1.5,-0.17 pips
89189749,2021-10-01 13:53:02,BUY,0.0041,NZDCAD,0.88376,0.87779,-0.2,-1.72,-0.20 pips
89189670,2021-10-04 13:15:04,BUY,0.0041,NZDCAD,0.88376,0.8786,-0.17,-1.51,-0.17 pips
89189614,2021-09-28 17:25:25,BUY,0.0041,NZDCAD,0.88376,0.88351,-0.01,-0.07,-0.01 pips
89138248,2021-10-01 10:15:02,SELL,0.004,AUDNZD,1.03962,1.04543,-0.16,-1.43,-0.16 pips
89138154,2021-10-15 15:15:04,BUY,0.0041,NZDCAD,0.88466,0.87215,-0.43,-3.75,-0.43 pips
89033306,2021-09-28 19:24:25,BUY,0.0012,EURUSD,1.16952,1.16884,-0.01,-0.08,-0.01 pips
89033273,2021-09-27 12:34:44,BUY,0.0012,EURUSD,1.16946,1.16967,0,0.02,0.00 pips
88937264,2021-09-27 00:06:41,BUY,0.0012,AUDNZD,1.03494,1.03361,-0.01,-0.1,-0.01 pips
