num,time,side,lot,sym,o,c,pip,size,pips
77404730,2021-05-28 02:30:03,SELL,0.0012,NZDCAD,0.88099,0.87947,0.01,0.1,0.01 pips
77404635,2021-05-28 06:00:02,SELL,0.0012,NZDCAD,0.88103,0.87888,0.02,0.16,0.02 pips
77396865,2021-05-27 15:05:05,SELL,0.003,NZDCAD,0.88014,0.88235,-0.06,-0.49,-0.06 pips
77385752,2021-05-28 10:30:05,BUY,0.003,AUDNZD,1.06745,1.06526,-0.06,-0.46,-0.06 pips
77385722,2021-05-31 03:30:04,BUY,0.0012,AUDNZD,1.06744,1.06507,-0.02,-0.21,-0.02 pips
77385691,2021-05-31 11:03:53,BUY,0.003,AUDNZD,1.06743,1.06577,-0.05,-0.39,-0.05 pips
77385662,2021-05-31 10:00:08,BUY,0.0012,AUDNZD,1.06743,1.0654,-0.02,-0.18,-0.02 pips
77385633,2021-05-31 11:05:41,BUY,0.003,AUDNZD,1.06743,1.06587,-0.04,-0.37,-0.04 pips
77385599,2021-05-28 06:00:05,BUY,0.0012,AUDNZD,1.06744,1.06496,-0.03,-0.21,-0.03 pips
77385513,2021-06-01 15:55:21,BUY,0.003,AUDNZD,1.06744,1.06649,-0.03,-0.28,-0.03 pips
77385479,2021-05-27 16:40:16,SELL,0.0012,NZDCAD,0.87752,0.88017,-0.03,-0.23,-0.03 pips
77385393,2021-05-28 10:00:04,BUY,0.0012,AUDNZD,1.06747,1.0652,-0.02,-0.19,-0.02 pips
77385363,2021-05-27 16:45:05,SELL,0.0012,NZDCAD,0.87751,0.88014,-0.03,-0.23,-0.03 pips
77385237,2021-05-31 10:06:18,BUY,0.003,AUDNZD,1.06741,1.06564,-0.05,-0.41,-0.05 pips
77385235,2021-05-27 16:45:03,SELL,0.0012,NZDCAD,0.87751,0.88016,-0.03,-0.23,-0.03 pips
77385190,2021-05-31 10:15:04,BUY,0.0012,AUDNZD,1.06742,1.06563,-0.02,-0.16,-0.02 pips
77385158,2021-05-27 16:34:19,SELL,0.0012,NZDCAD,0.87751,0.88046,-0.03,-0.26,-0.03 pips
77385042,2021-05-28 08:43:47,BUY,0.003,AUDNZD,1.06737,1.0653,-0.05,-0.44,-0.05 pips
77384981,2021-05-27 19:15:03,SELL,0.0012,NZDCAD,0.87752,0.88022,-0.03,-0.24,-0.03 pips
77384688,2021-06-01 15:55:21,BUY,0.0075,AUDNZD,1.06733,1.06649,-0.08,-0.65,-0.08 pips
77384651,2021-05-27 15:05:05,SELL,0.0012,NZDCAD,0.87752,0.88235,-0.05,-0.41,-0.05 pips
77307118,2021-05-28 10:30:06,BUY,0.0012,AUDNZD,1.07247,1.06526,-0.07,-0.55,-0.07 pips
77305761,2021-05-28 08:43:47,BUY,0.0012,AUDNZD,1.07282,1.0653,-0.07,-0.57,-0.07 pips
77305690,2021-06-01 15:55:21,BUY,0.003,AUDNZD,1.07282,1.06649,-0.15,-1.26,-0.15 pips
77303755,2021-05-31 11:05:41,BUY,0.0012,AUDNZD,1.07312,1.06587,-0.07,-0.56,-0.07 pips
77293146,2021-05-25 20:33:53,SELL,0.0025,USDJPY,108.848,108.796,0.01,0.1,0.01 pips
77291708,2021-05-31 11:03:53,BUY,0.0012,AUDNZD,1.07361,1.06577,-0.07,-0.6,-0.07 pips
77242778,2021-06-01 15:55:21,BUY,0.0012,AUDNZD,1.07368,1.06649,-0.07,-0.56,-0.07 pips
77242586,2021-05-31 10:06:18,BUY,0.0012,AUDNZD,1.07368,1.06564,-0.07,-0.62,-0.07 pips
77186762,2021-06-01 15:55:21,BUY,0.0012,AUDNZD,1.07475,1.06649,-0.08,-0.65,-0.08 pips
77158104,2021-05-24 17:45:02,BUY,0.0012,AUDCAD,0.9315,0.93485,0.03,0.27,0.03 pips
77149004,2021-05-24 16:45:03,BUY,0.0012,AUDCAD,0.93188,0.93383,0.02,0.16,0.02 pips
77061161,2021-05-24 09:15:02,BUY,0.0012,AUDCAD,0.93219,0.93379,0.02,0.13,0.02 pips
77058015,2021-05-24 16:45:04,BUY,0.0012,AUDCAD,0.93235,0.93385,0.01,0.12,0.01 pips
77055121,2021-05-24 06:06:48,SELL,0.0025,USDJPY,108.934,108.874,0.01,0.1,0.01 pips
77038729,2021-05-21 17:00:09,SELL,0.0025,USDJPY,108.918,108.866,0.01,0.1,0.01 pips
76972695,2021-05-21 16:45:20,BUY,0.005,USDJPY,108.666,108.836,0.08,0.64,0.08 pips
76937734,2021-05-21 09:00:02,SELL,0.0012,AUDNZD,1.08042,1.0793,0.01,0.08,0.01 pips
76816046,2021-05-21 16:45:20,BUY,0.0025,USDJPY,109.113,108.836,-0.06,-0.52,-0.06 pips
76462395,2021-05-19 12:10:43,BUY,0.0025,USDJPY,109.066,109.116,0.01,0.09,0.01 pips
76215453,2021-05-17 06:45:06,BUY,0.0012,AUDNZD,1.07256,1.07442,0.02,0.13,0.02 pips
76215372,2021-05-17 06:00:03,BUY,0.003,AUDNZD,1.07256,1.07401,0.03,0.24,0.03 pips
76189044,2021-05-17 06:30:02,BUY,0.0012,AUDNZD,1.07285,1.07432,0.01,0.1,0.01 pips
76167089,2021-05-17 06:00:04,BUY,0.0012,AUDNZD,1.07488,1.074,-0.01,-0.07,-0.01 pips
76138635,2021-05-17 03:13:34,BUY,0.0025,USDJPY,109.425,109.476,0.01,0.09,0.01 pips
75993558,2021-05-14 18:45:06,BUY,0.003,AUDCAD,0.93475,0.94163,0.17,1.39,0.17 pips
75930519,2021-05-14 21:45:02,BUY,0.003,AUDCAD,0.93547,0.94264,0.18,1.45,0.18 pips
75930480,2021-05-14 19:00:03,BUY,0.003,AUDCAD,0.93546,0.94201,0.16,1.33,0.16 pips
75926436,2021-05-14 18:45:04,BUY,0.003,AUDCAD,0.93556,0.94161,0.15,1.22,0.15 pips
75926348,2021-05-13 20:00:06,BUY,0.0012,AUDCAD,0.93559,0.94009,0.04,0.37,0.04 pips
75924360,2021-05-13 19:45:06,BUY,0.0012,AUDCAD,0.93596,0.93907,0.03,0.25,0.03 pips
75924326,2021-05-13 17:45:04,BUY,0.0012,AUDCAD,0.93598,0.93868,0.03,0.22,0.03 pips
75884295,2021-05-13 20:00:03,BUY,0.0012,AUDCAD,0.93613,0.94013,0.04,0.31,0.04 pips
75860314,2021-05-13 17:15:06,BUY,0.0012,NZDCAD,0.86777,0.87215,0.04,0.35,0.04 pips
75860204,2021-05-13 20:30:06,BUY,0.0012,AUDCAD,0.93628,0.94094,0.04,0.37,0.04 pips
75853661,2021-05-14 08:30:05,BUY,0.0012,AUDCAD,0.93652,0.94065,0.04,0.32,0.04 pips
75853619,2021-05-13 20:00:04,BUY,0.0012,NZDCAD,0.86801,0.87401,0.06,0.48,0.06 pips
75853553,2021-05-13 17:15:05,BUY,0.0012,AUDCAD,0.93652,0.93822,0.02,0.13,0.02 pips
75853512,2021-05-13 15:45:04,BUY,0.003,NZDCAD,0.86795,0.86923,0.03,0.24,0.03 pips
75850563,2021-05-14 14:45:05,BUY,0.0012,NZDCAD,0.86789,0.8758,0.08,0.63,0.08 pips
75850508,2021-05-13 16:45:03,BUY,0.0012,NZDCAD,0.86809,0.87063,0.02,0.2,0.02 pips
75850453,2021-05-14 22:00:02,BUY,0.0012,AUDCAD,0.93683,0.94299,0.06,0.49,0.06 pips
75850416,2021-05-13 17:15:03,BUY,0.0012,NZDCAD,0.86807,0.8721,0.04,0.32,0.04 pips
75838605,2021-05-13 16:30:04,BUY,0.0012,NZDCAD,0.86853,0.87027,0.02,0.13,0.02 pips
75828401,2021-05-14 14:15:03,BUY,0.0012,NZDCAD,0.86858,0.87518,0.06,0.53,0.06 pips
75828236,2021-05-14 09:00:04,BUY,0.0012,AUDCAD,0.93721,0.94129,0.04,0.32,0.04 pips
75828232,2021-05-13 20:15:04,BUY,0.0012,NZDCAD,0.86853,0.87435,0.06,0.46,0.06 pips
75828124,2021-05-13 20:30:04,BUY,0.0012,NZDCAD,0.86852,0.87471,0.06,0.49,0.06 pips
75828020,2021-05-13 16:24:34,BUY,0.0012,AUDCAD,0.93719,0.93747,0,0.01,0.00 pips
75827728,2021-05-13 20:00:05,BUY,0.0012,NZDCAD,0.86838,0.874,0.05,0.45,0.05 pips
75827550,2021-05-14 11:45:03,BUY,0.0012,NZDCAD,0.86864,0.87467,0.06,0.48,0.06 pips
75818705,2021-05-14 18:45:06,BUY,0.0012,AUDCAD,0.93902,0.94163,0.02,0.2,0.02 pips
75818615,2021-05-13 19:30:05,BUY,0.0012,NZDCAD,0.87051,0.87264,0.02,0.16,0.02 pips
75813158,2021-05-14 21:45:03,BUY,0.0012,AUDCAD,0.93941,0.94263,0.03,0.25,0.03 pips
75813121,2021-05-14 18:45:05,BUY,0.0012,AUDCAD,0.93945,0.94161,0.02,0.16,0.02 pips
75813050,2021-05-14 19:00:03,BUY,0.0012,AUDCAD,0.9394,0.94203,0.02,0.2,0.02 pips
75808007,2021-05-13 15:45:04,BUY,0.0012,NZDCAD,0.87125,0.86923,-0.02,-0.18,-0.02 pips
75792991,2021-06-16 23:12:44,BUY,0.0067,USDCAD,1.2061,1.22717,1.07,8.95,1.07 pips
75758042,2021-05-12 15:58:21,SELL,0.005,USDJPY,109.127,108.962,0.08,0.62,0.08 pips
75660803,2021-05-12 15:58:21,SELL,0.0025,USDJPY,108.684,108.962,-0.06,-0.53,-0.06 pips
75658702,2021-05-12 01:06:11,WITHDRAWAL,0,-50,,,,,
75360322,2021-06-16 23:13:08,BUY,0.006,USDCAD,1.21073,1.22709,0.72,6.06,0.72 pips
75093788,2021-06-16 23:12:48,BUY,0.006,USDCAD,1.21848,1.2272,0.35,2.93,0.35 pips
75093759,2021-06-16 23:12:52,BUY,0.006,USDCAD,1.21848,1.22719,0.35,2.93,0.35 pips
75093730,2021-06-16 23:13:04,BUY,0.0059,USDCAD,1.21848,1.22709,0.34,2.84,0.34 pips
75093701,2021-06-16 23:13:00,BUY,0.0057,USDCAD,1.21848,1.22713,0.33,2.76,0.33 pips
75093669,2021-06-16 23:12:56,BUY,0.0055,USDCAD,1.21848,1.22716,0.32,2.67,0.32 pips
75009503,2021-05-07 03:12:05,BUY,0.0025,USDJPY,108.957,109.007,0.01,0.1,0.01 pips
74933621,2021-05-06 18:13:05,BUY,0.0025,USDJPY,109.072,109.123,0.01,0.1,0.01 pips
74804045,2021-05-06 15:17:20,BUY,0.0025,USDJPY,109.161,109.212,0.01,0.1,0.01 pips
74750117,2021-05-06 11:24:10,BUY,0.0012,AUDNZD,1.07244,1.07528,0.02,0.2,0.02 pips
74673493,2021-05-05 16:46:01,BUY,0.0025,USDJPY,109.173,109.226,0.01,0.1,0.01 pips
74432070,2021-05-04 17:18:50,BUY,0.0025,USDJPY,109.166,109.217,0.01,0.1,0.01 pips
74400818,2021-05-05 01:49:10,BUY,0.0075,NZDCAD,0.87803,0.88242,0.26,2.21,0.26 pips
74400707,2021-05-06 05:00:02,BUY,0.0012,NZDCAD,0.87803,0.88609,0.08,0.64,0.08 pips
74400631,2021-05-04 17:15:03,SELL,0.003,AUDNZD,1.08196,1.07829,0.08,0.65,0.08 pips
74400597,2021-05-05 16:00:04,BUY,0.003,NZDCAD,0.87799,0.88353,0.13,1.12,0.13 pips
74394311,2021-05-04 17:10:41,SELL,0.003,AUDNZD,1.08079,1.0781,0.06,0.48,0.06 pips
74394267,2021-05-04 17:10:12,SELL,0.003,AUDNZD,1.08083,1.07818,0.06,0.47,0.06 pips
74179886,2021-05-04 17:15:04,SELL,0.0012,AUDNZD,1.07875,1.07828,0,0.03,0.00 pips
74173011,2021-05-04 17:10:41,SELL,0.0012,AUDNZD,1.07819,1.0781,0,0,0.00 pips
74172907,2021-05-04 17:10:12,SELL,0.0012,AUDNZD,1.07819,1.07818,0,0,0.00 pips
74169936,2021-05-03 21:45:03,SELL,0.0012,AUDNZD,1.07756,1.07717,0,0.03,0.00 pips
74089452,2021-05-01 03:12:52,DEPOSIT,0,0.01,,,,,
74089451,2021-05-01 03:12:52,DEPOSIT,0,0.04,,,,,
74071167,2021-05-03 12:30:13,BUY,0.0075,AUDCAD,0.94638,0.95092,0.27,2.27,0.27 pips
74071049,2021-05-03 15:30:06,BUY,0.0075,AUDCAD,0.94631,0.95142,0.31,2.56,0.31 pips
74071015,2021-05-03 20:45:05,BUY,0.003,NZDCAD,0.87937,0.88411,0.11,0.95,0.11 pips
74060367,2021-05-05 01:49:10,BUY,0.003,NZDCAD,0.88021,0.88252,0.05,0.44,0.05 pips
74060266,2021-05-03 16:57:00,BUY,0.0075,NZDCAD,0.88021,0.88346,0.19,1.63,0.19 pips
74060261,2021-05-07 15:37:37,BUY,0.0012,AUDCAD,0.94678,0.95006,0.03,0.24,0.03 pips
74058540,2021-05-05 13:45:03,BUY,0.003,NZDCAD,0.88032,0.88246,0.05,0.41,0.05 pips
74058508,2021-05-07 15:31:23,BUY,0.0012,AUDCAD,0.94686,0.94948,0.02,0.18,0.02 pips
74058468,2021-05-05 01:49:10,BUY,0.003,NZDCAD,0.88032,0.88242,0.05,0.4,0.05 pips
74058376,2021-05-03 12:30:03,BUY,0.0075,AUDCAD,0.94687,0.95092,0.24,2.02,0.24 pips
74056044,2021-05-07 15:39:02,BUY,0.0012,AUDCAD,0.94752,0.95073,0.03,0.23,0.03 pips
74054198,2021-05-05 19:15:03,BUY,0.0012,NZDCAD,0.88082,0.88414,0.03,0.26,0.03 pips
74054139,2021-05-05 20:30:02,BUY,0.0012,NZDCAD,0.88079,0.88483,0.04,0.32,0.04 pips
74054005,2021-05-07 15:31:11,BUY,0.0012,AUDCAD,0.94773,0.94908,0.01,0.08,0.01 pips
74053917,2021-05-03 15:45:08,BUY,0.0075,NZDCAD,0.88076,0.88302,0.13,1.12,0.13 pips
74050635,2021-05-05 19:30:03,BUY,0.0012,AUDCAD,0.9487,0.95028,0.01,0.12,0.01 pips
74050531,2021-05-05 20:45:04,BUY,0.0012,AUDCAD,0.9487,0.95062,0.02,0.14,0.02 pips
74050379,2021-05-03 15:45:04,BUY,0.0075,NZDCAD,0.88144,0.88315,0.1,0.85,0.10 pips
74050046,2021-05-03 12:30:08,BUY,0.0188,AUDCAD,0.9485,0.95092,0.36,3,0.36 pips
74037156,2021-05-03 18:45:04,BUY,0.003,AUDCAD,0.94944,0.9524,0.07,0.59,0.07 pips
74037115,2021-05-05 01:49:10,BUY,0.003,NZDCAD,0.88246,0.88242,0,-0.03,0.00 pips
74037015,2021-05-03 09:45:03,BUY,0.0012,AUDCAD,0.94944,0.9497,0,0.02,0.00 pips
74036973,2021-05-03 17:30:07,BUY,0.003,NZDCAD,0.88243,0.88415,0.04,0.34,0.04 pips
74026965,2021-05-03 21:45:02,BUY,0.0012,NZDCAD,0.88304,0.88465,0.02,0.13,0.02 pips
74014143,2021-05-05 16:00:04,BUY,0.0012,NZDCAD,0.88401,0.88351,-0.01,-0.05,-0.01 pips
74014004,2021-05-03 20:45:06,BUY,0.0012,NZDCAD,0.88403,0.88411,0,0,0.00 pips
74014003,2021-05-03 22:00:04,BUY,0.0012,AUDCAD,0.95031,0.95309,0.03,0.22,0.03 pips
74011086,2021-05-03 16:57:00,BUY,0.003,NZDCAD,0.88449,0.88346,-0.03,-0.22,-0.03 pips
74006295,2021-05-03 23:30:03,BUY,0.003,AUDCAD,0.95137,0.95315,0.04,0.35,0.04 pips
74006260,2021-05-05 01:49:10,BUY,0.0012,NZDCAD,0.88501,0.88252,-0.03,-0.21,-0.03 pips
74006160,2021-05-03 12:30:13,BUY,0.003,AUDCAD,0.95131,0.95096,-0.01,-0.08,-0.01 pips
74006125,2021-05-03 15:45:09,BUY,0.003,NZDCAD,0.88493,0.88301,-0.05,-0.4,-0.05 pips
74005407,2021-05-03 22:00:02,BUY,0.003,AUDCAD,0.95131,0.95314,0.04,0.36,0.04 pips
74005393,2021-05-03 15:45:05,BUY,0.003,NZDCAD,0.88495,0.88318,-0.04,-0.37,-0.04 pips
73975865,2021-05-03 15:30:06,BUY,0.003,AUDCAD,0.95182,0.95142,-0.01,-0.09,-0.01 pips
73975850,2021-05-05 13:45:04,BUY,0.0012,NZDCAD,0.88553,0.8825,-0.03,-0.26,-0.03 pips
73975718,2021-05-05 01:49:10,BUY,0.0012,NZDCAD,0.88559,0.88242,-0.03,-0.27,-0.03 pips
73975659,2021-05-03 12:30:04,BUY,0.003,AUDCAD,0.95185,0.95092,-0.02,-0.2,-0.02 pips
73966255,2021-05-03 17:30:07,BUY,0.0012,NZDCAD,0.88635,0.88416,-0.02,-0.18,-0.02 pips
73964116,2021-05-05 01:49:10,BUY,0.0012,NZDCAD,0.88697,0.88242,-0.05,-0.38,-0.05 pips
73963741,2021-05-03 12:30:09,BUY,0.0075,AUDCAD,0.9527,0.95092,-0.11,-0.93,-0.11 pips
73933637,2021-05-03 16:57:00,BUY,0.0012,NZDCAD,0.8883,0.88346,-0.05,-0.4,-0.05 pips
73917765,2021-05-03 15:45:10,BUY,0.0012,NZDCAD,0.88867,0.88301,-0.06,-0.46,-0.06 pips
73917714,2021-05-03 15:45:05,BUY,0.0012,NZDCAD,0.88867,0.88321,-0.05,-0.45,-0.05 pips
73884923,2021-04-30 06:24:48,BUY,0.0025,USDJPY,108.782,108.841,0.01,0.11,0.01 pips
73790020,2021-05-03 12:30:14,BUY,0.0012,AUDCAD,0.95609,0.95096,-0.05,-0.42,-0.05 pips
73789932,2021-05-03 18:45:05,BUY,0.0012,AUDCAD,0.95609,0.9524,-0.04,-0.31,-0.04 pips
73789823,2021-05-03 12:30:09,BUY,0.003,AUDCAD,0.95609,0.95092,-0.13,-1.06,-0.13 pips
73789562,2021-05-03 12:30:05,BUY,0.0012,AUDCAD,0.95609,0.95092,-0.05,-0.43,-0.05 pips
73733668,2021-05-03 23:30:04,BUY,0.0012,AUDCAD,0.95726,0.95315,-0.04,-0.34,-0.04 pips
73733637,2021-05-03 15:30:07,BUY,0.0012,AUDCAD,0.95726,0.95143,-0.06,-0.48,-0.06 pips
73733512,2021-05-03 22:00:03,BUY,0.0012,AUDCAD,0.95727,0.95313,-0.04,-0.34,-0.04 pips
73402917,2021-05-03 12:30:10,BUY,0.0012,AUDCAD,0.96006,0.95092,-0.09,-0.75,-0.09 pips
73402877,2021-04-28 21:38:00,BUY,0.0012,AUDCAD,0.96006,0.96048,0,0.03,0.00 pips
73382808,2021-04-28 21:37:16,SELL,0.005,USDJPY,108.852,108.682,0.08,0.65,0.08 pips
73312961,2021-04-28 21:37:16,SELL,0.0025,USDJPY,108.409,108.682,-0.06,-0.53,-0.06 pips
73232008,2021-04-27 12:49:22,SELL,0.0025,USDJPY,108.373,108.323,0.01,0.1,0.01 pips
73179372,2021-04-27 09:07:53,SELL,0.0025,USDJPY,108.253,108.2,0.01,0.1,0.01 pips
73165858,2021-04-27 03:05:53,SELL,0.0025,USDJPY,108.187,108.135,0.01,0.1,0.01 pips
72849946,2021-04-23 17:49:12,WITHDRAWAL,0,-180,,,,,
72843717,2021-04-23 22:28:44,SELL,0.0025,USDJPY,107.974,107.924,0.01,0.1,0.01 pips
72651078,2021-04-22 20:09:57,SELL,0.0025,USDJPY,108.194,108.143,0.01,0.1,0.01 pips
72545943,2021-04-22 15:48:22,SELL,0.0025,USDJPY,108.146,108.093,0.01,0.1,0.01 pips
72386463,2021-04-22 06:30:02,BUY,0.0012,AUDNZD,1.07444,1.07713,0.02,0.17,0.02 pips
72386374,2021-04-22 01:15:02,BUY,0.0012,AUDNZD,1.07441,1.07578,0.01,0.08,0.01 pips
72352360,2021-04-21 17:01:12,SELL,0.0012,NZDCAD,0.90528,0.90333,0.02,0.16,0.02 pips
72341954,2021-04-22 06:15:02,BUY,0.0012,AUDNZD,1.07458,1.07704,0.02,0.15,0.02 pips
72266472,2021-04-21 12:56:37,SELL,0.0025,USDJPY,108.149,108.097,0.01,0.1,0.01 pips
72228790,2021-04-22 02:30:03,BUY,0.0012,AUDNZD,1.07574,1.07609,0,0,0.00 pips
72228092,2021-04-22 03:30:03,BUY,0.0012,AUDNZD,1.07574,1.07647,0,0.03,0.00 pips
72228038,2021-04-22 02:45:02,BUY,0.0012,AUDNZD,1.07579,1.07617,0,0.01,0.00 pips
72220164,2021-04-22 03:45:04,BUY,0.0012,AUDNZD,1.07593,1.07683,0.01,0.04,0.01 pips
72170629,2021-04-21 17:10:17,SELL,0.003,NZDCAD,0.90395,0.90041,0.08,0.69,0.08 pips
72007769,2021-04-20 17:14:25,SELL,0.0025,USDJPY,108.308,108.258,0.01,0.1,0.01 pips
71986699,2021-04-21 17:14:58,SELL,0.003,NZDCAD,0.90148,0.89954,0.04,0.38,0.04 pips
71947761,2021-04-20 06:10:52,SELL,0.0025,USDJPY,108.204,108.154,0.01,0.1,0.01 pips
71480633,2021-04-16 11:02:27,SELL,0.0025,USDJPY,108.933,108.882,0.01,0.1,0.01 pips
71424640,2021-04-16 04:15:41,SELL,0.0025,USDJPY,108.927,108.876,0.01,0.1,0.01 pips
71386654,2021-04-16 09:45:10,SELL,0.0075,AUDCAD,0.9719,0.96845,0.2,1.7,0.20 pips
71385935,2021-04-16 12:15:09,SELL,0.0075,NZDCAD,0.89922,0.8954,0.22,1.88,0.22 pips
71363692,2021-04-16 16:16:06,SELL,0.003,AUDCAD,0.97125,0.96796,0.08,0.65,0.08 pips
71363577,2021-04-21 17:01:06,SELL,0.0012,AUDCAD,0.97134,0.97099,0,0.01,0.00 pips
71363540,2021-04-19 03:00:03,SELL,0.0012,AUDCAD,0.97125,0.96587,0.05,0.42,0.05 pips
71363483,2021-04-16 09:45:12,SELL,0.0075,AUDCAD,0.97127,0.96851,0.16,1.35,0.16 pips
71363433,2021-04-16 09:42:21,SELL,0.0075,AUDCAD,0.97128,0.96874,0.15,1.24,0.15 pips
71363192,2021-04-16 09:42:39,SELL,0.0075,AUDCAD,0.97126,0.96866,0.15,1.27,0.15 pips
71363118,2021-04-16 09:45:15,SELL,0.0075,NZDCAD,0.89857,0.89597,0.15,1.27,0.15 pips
71363117,2021-04-19 03:15:02,SELL,0.0012,AUDCAD,0.97125,0.96553,0.05,0.45,0.05 pips
71359627,2021-04-19 00:05:21,SELL,0.003,NZDCAD,0.89779,0.89243,0.12,1.05,0.12 pips
71359499,2021-04-16 15:30:16,SELL,0.003,NZDCAD,0.89787,0.89517,0.06,0.53,0.06 pips
71355515,2021-04-21 17:10:17,SELL,0.0012,NZDCAD,0.8975,0.90041,-0.03,-0.25,-0.03 pips
71355418,2021-04-16 18:00:06,SELL,0.003,NZDCAD,0.89754,0.89241,0.12,1.02,0.12 pips
71355159,2021-04-16 18:00:04,SELL,0.003,NZDCAD,0.89756,0.89241,0.12,1.02,0.12 pips
71354990,2021-04-16 17:00:08,SELL,0.003,NZDCAD,0.89763,0.89437,0.08,0.64,0.08 pips
71354928,2021-04-21 17:02:12,SELL,0.0012,AUDCAD,0.97022,0.96992,0,0.01,0.00 pips
71354573,2021-04-16 18:15:02,SELL,0.003,NZDCAD,0.89763,0.8921,0.13,1.1,0.13 pips
71354515,2021-04-21 17:02:25,SELL,0.0012,AUDCAD,0.97017,0.96971,0,0.02,0.00 pips
71348651,2021-04-16 04:04:03,BUY,0.005,USDJPY,108.693,108.849,0.07,0.6,0.07 pips
71332963,2021-04-16 15:44:22,SELL,0.0075,NZDCAD,0.89675,0.89457,0.13,1.06,0.13 pips
71332961,2021-04-19 00:05:21,SELL,0.0012,AUDCAD,0.96988,0.96738,0.02,0.19,0.02 pips
71328993,2021-04-16 16:03:23,SELL,0.0075,NZDCAD,0.89644,0.89431,0.12,1.04,0.12 pips
71312978,2021-04-16 17:44:22,SELL,0.003,AUDCAD,0.96908,0.96739,0.04,0.33,0.04 pips
71245645,2021-04-16 17:00:06,SELL,0.0075,NZDCAD,0.89617,0.89436,0.1,0.88,0.10 pips
71245558,2021-04-16 17:45:04,SELL,0.003,NZDCAD,0.89619,0.89332,0.07,0.56,0.07 pips
71245153,2021-04-16 17:00:04,SELL,0.0075,NZDCAD,0.89622,0.89438,0.11,0.89,0.11 pips
71237831,2021-04-21 17:14:58,SELL,0.0012,NZDCAD,0.89613,0.89954,-0.03,-0.29,-0.03 pips
71191838,2021-04-16 17:45:04,SELL,0.0012,AUDCAD,0.96856,0.96739,0.01,0.09,0.01 pips
71191735,2021-04-16 18:15:02,SELL,0.0012,AUDCAD,0.96855,0.96681,0.02,0.13,0.02 pips
71191630,2021-04-15 08:00:25,SELL,0.0075,AUDCAD,0.96862,0.96567,0.18,1.48,0.18 pips
71114910,2021-04-16 16:16:08,SELL,0.0012,AUDCAD,0.96708,0.96796,-0.01,-0.09,-0.01 pips
71114742,2021-04-16 09:45:10,SELL,0.003,AUDCAD,0.96706,0.96845,-0.04,-0.32,-0.04 pips
71103640,2021-04-16 09:45:14,SELL,0.003,AUDCAD,0.96677,0.96851,-0.05,-0.39,-0.05 pips
71103598,2021-04-16 09:42:21,SELL,0.003,AUDCAD,0.96673,0.96874,-0.05,-0.45,-0.05 pips
71103553,2021-04-16 09:42:39,SELL,0.003,AUDCAD,0.96673,0.96866,-0.05,-0.43,-0.05 pips
71086433,2021-04-19 00:05:22,SELL,0.0012,NZDCAD,0.89434,0.89243,0.02,0.13,0.02 pips
71086229,2021-04-16 12:15:09,SELL,0.003,NZDCAD,0.89432,0.89539,-0.03,-0.26,-0.03 pips
71081512,2021-04-16 15:30:18,SELL,0.0012,NZDCAD,0.89368,0.89517,-0.02,-0.14,-0.02 pips
71081474,2021-04-16 18:00:06,SELL,0.0012,NZDCAD,0.89368,0.89238,0.01,0.08,0.01 pips
71081437,2021-04-16 18:00:05,SELL,0.0012,NZDCAD,0.89368,0.89242,0.01,0.08,0.01 pips
71081399,2021-04-16 09:45:16,SELL,0.003,NZDCAD,0.8937,0.89599,-0.06,-0.51,-0.06 pips
71081348,2021-04-16 18:15:03,SELL,0.0012,NZDCAD,0.8937,0.8921,0.01,0.11,0.01 pips
71077296,2021-04-16 17:00:09,SELL,0.0012,NZDCAD,0.89316,0.89436,-0.01,-0.12,-0.01 pips
71070839,2021-04-16 17:44:22,SELL,0.0012,AUDCAD,0.96527,0.96739,-0.02,-0.19,-0.02 pips
71061695,2021-04-16 17:45:05,SELL,0.0012,NZDCAD,0.89278,0.89331,-0.01,-0.06,-0.01 pips
71056262,2021-04-15 08:00:26,SELL,0.003,AUDCAD,0.96484,0.96567,-0.02,-0.2,-0.02 pips
71036325,2021-04-16 16:03:23,SELL,0.003,NZDCAD,0.89259,0.89431,-0.05,-0.39,-0.05 pips
71036156,2021-04-16 17:00:07,SELL,0.003,NZDCAD,0.89259,0.89435,-0.05,-0.4,-0.05 pips
71035830,2021-04-16 17:00:04,SELL,0.003,NZDCAD,0.89258,0.89438,-0.05,-0.41,-0.05 pips
71035547,2021-04-16 15:44:22,SELL,0.003,NZDCAD,0.89258,0.89457,-0.05,-0.45,-0.05 pips
71026410,2021-04-16 12:15:11,SELL,0.0012,NZDCAD,0.89104,0.89539,-0.04,-0.37,-0.04 pips
71021068,2021-04-16 09:42:21,SELL,0.0012,AUDCAD,0.96406,0.96874,-0.05,-0.39,-0.05 pips
71017271,2021-04-16 09:45:10,SELL,0.0012,AUDCAD,0.96389,0.96845,-0.05,-0.38,-0.05 pips
71017168,2021-04-16 09:45:14,SELL,0.0012,AUDCAD,0.96393,0.96852,-0.05,-0.39,-0.05 pips
71017014,2021-04-16 09:42:39,SELL,0.0012,AUDCAD,0.9639,0.96866,-0.05,-0.4,-0.05 pips
71007789,2021-04-16 09:45:17,SELL,0.0012,NZDCAD,0.89026,0.89599,-0.06,-0.48,-0.06 pips
71000042,2021-04-15 08:00:27,SELL,0.0012,AUDCAD,0.96271,0.9657,-0.03,-0.25,-0.03 pips
